Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
PIGS EAR,Emmure,spotify:track:4ZJduIHjMVQ3RIxFOR7sHz,0.428,0.913,3,-6.883,0,0.106,0.000155,0.066,0.357,0.445,139.518,131143,4,36.22247,6,0,"One thing we do know, Wolf, is this guy wasn't making a living in music
He had a bunch of low level jobs, most of which he was fired from
And as far as we can tell by tracking some of these websites and festivals
His band really wasn't doing much appearances as of late

I am failure personified
I know the reason I'm alive
"
Red Nose,Sage The Gemini,spotify:track:1KIQ0RscHwxXPJUvhuO5Bl,0.681,0.473,11,-5.733,0,0.449,0.414,0,0.0794,0.766,194.826,193200,4,31.00869,12,1,"All this money on me
Now come take it from the G
All she tryna do is get naked
(Naked, naked, naked)

And she gon' shake it, like a red nose
Like-like, like-like-like a red nose
And she gon' shake it, like a red nose
Like a, like a, like a red nose
And she gon' shake it, like a red nose
Like-like, like-like-like a red nose
And she gon' shake it, like a red nose
Like a, like a, like a red nose

That booty talkin' to me, what that shit say?
Shake it for the dojo, I'm the sensei
When she wobble with my song on replay
Almost got her a house up off Kings Way
I told her shake it like a red-nose pitbull
And I'ma keep throwin' money till your bank full
Cake-cake-cake-cake, birthday suit
Damn, in a little, I'ma forget your age soon

Whoa, okay, now let's do it my way
If she don't go crazy, then she walkin' on the highway
And if she don't believe me, tell that bitch just try me
Bet you she be shakin' from the club back to my place, whoa

All this money on me
"
It's All Gone,The Black,spotify:track:6RqoK0u9y12yVb0WKifoQk,0.363,0.907,2,-6.123,1,0.0533,2.30E-05,3.65E-05,0.303,0.343,97.922,259800,4,96.69484,9,0,"Blurred city lights shining through the dizzle in the night
When my eyes met yours again
I just realized I know you
You were gone in the dark
For hours sought in vain

Snatches of memories comin'
I don't know your name
The few pictures of you smilin'
Fade in my head

I won't make it
Rewind story alone
I gotta face it
It's all gone
I won't make it
Rewind story alone
I gotta face it
It's all gone
"
Digital Dash,Drake & Future,spotify:track:0GR7iJLhj80KD5LkA14ZRn,0.881,0.546,2,-7.566,1,0.12,0.00296,4.72E-06,0.226,0.276,140.032,231231,4,31.09862,8,1,"My dope in the bushes
My dope in the bushes
I know how to cook it
My bitch good looking
My bitch good looking
My bitch good looking
My dope in the bushes
I know how to cook it
Yeah, yeah, yeah

I did the digital dash
I fuck your bitch in the passenger
I give the junky a blast
I send that dope to your momma tho
Out in the streets like thermometers
You rats will never be honorable
They know I'mma kid of my word
A hustler the first to the first

These bitches be naggin the kid
They get on my motherfucking nerves
I showed her my racks and they love me
I'm smokin' that pack on muddy
Taliban on these hoes
Give a Xan to these hoes
Got em playing with they nose
I sleep on the beach off the avenue
I came to your city with revenue
I put in work it was evident
I slide on your ass in the 7 deuce
Come back on your bitch in a 6-trey
Chevy, Mercedes I keep em' comin'
Fuck all these bitches I keep em' comin'
I pull up right now I'm parallel
I hit your block with them swangers
"
I Choose You,Sara Bareilles,spotify:track:7jJH8F3PHlNvxfqEAAfFDl,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,218573,4,48.67277,7,1,"Let the bough break, let it come down crashing
Let the sun fade out to a dark sky
I can't say I'd even notice it was absent
'Cause I could live by the light in your eyes

Unfold before you
Would have strung together
The very first words of a lifelong love letter

Tell the world that we finally got it all right
I choose you
I will become yours and you will become mine
I choose you
I choose you

(Yeah) oh, oh-oh-oh, oh-oh-oh
"
I Can Do Anything,3OH!3,spotify:track:5jyDUXlAVUh4XJEJIJgapB,0.54,0.906,5,-4.652,0,0.236,0.00247,0,0.368,0.438,169.94,190880,4,22.96787,10,1,"We can do an album
Or we can do a viral
Spread it like a STD you got back in high school
I can run for president
O just run the block
I can be a stoner
Or shit I just forgot

I can be an athlete
I can be a New York cabbie
I can be your boyfriend in the back seat
Pass me a beer or a bottle of gin
Shit! I can be your best friend

I ain't gonna take no shit from no one
I ain't gonna take no lip from no one
You ain't gonna try to get me to hold on
It's golden now
Why would I slow down?

I can do anything, anything, anything I want
Anything, anything, anything I want
Anything, anything, anything I want
It's golden now
Why would I slow down?

I can be your dad
"
Beer Never Broke My Heart,Luke Combs,spotify:track:3RzcoFkZ0AOp2nH71jP504,0.54,0.863,1,-4.483,1,0.0481,0.0138,0,0.0874,0.64,77,186733,4,19.16975,11,1,"I've had a largemouth bass, bust my line
A couple of beautiful girls tell me goodbye
Trucks break down, dogs run off
Politicians lie, been fired by the boss

It takes one hand
To count the things I can count on
No, there ain't much, man
That ain't ever let me down

Longneck, ice cold beer never broke my heart
Like diamond rings and football teams
Have torn this boy apart
Like a neon dream it just dawned on me
"
Dark & Handsome,Blood Orange,spotify:track:0Zgcv1wy4bRWpfsM27uPGK,0.584,0.389,11,-12.315,1,0.154,0.689,0,0.319,0.288,79.976,153750,4,22.09658,6,0,"Nothing lasts forever and I told you
Everything you need to know is not true
Lying to myself because it hurts you
Waiting for the simple taste to come through

I've been known to hide within my own walls
Jewelry in my ice so that I don't fall
Up to higher places, and escape with
All my ice intact, but who am I to kid?
Pound of flesh, and yeah I'm still kickin'

Sold my place and just with my own stupid
Fears because the past and future scare me
Riding out to Venice with a nosebleed
I stood before the waves and prayed to be clean

"
Wrong Baby Wrong,Martina McBride,spotify:track:0F9BbXn7zjDkM6SRJvkBOd,0.572,0.673,6,-5.565,1,0.042,0.0596,0,0.0887,0.573,106.024,221667,4,22.83603,9,1,"Ummm Yeah
Wrong baby wrong baby wrong
It ain't the end of the world
Don't you worry pretty girl
Cause now that he's gone baby gone baby gone
You got nothing to lose
Count the minutes if you want to
It won't be long baby long baby long
'Til you find somebody new

Come on now
Everyone falls down
Everyone crawls now and then
Then they get up again
You cry if you want to
That's what we all do
But if you think you'll never move on you're wrong baby

Cry baby cry baby cry
"
Great I Am - Live,New Life Worship,spotify:track:3rJAP9G6hjx2kN8Jsvas09,0.246,0.51,2,-6.637,1,0.036,0.00799,4.57E-05,0.325,0.101,159.915,328933,4,33.45614,10,0,"I want to be close, close to your side
So Heaven is real and death is a lie
I wanna hear voices of angels above
Singing as one
Hallelujah
Holy, Holy
God Almighty
The Great I Am
Who is worthy?
None beside the
God Almighty
The Great I Am
I wanna be near, near to your heart
Loving the world, hating the dark
I wanna see dry bones living again
Singing as one
Hallelujah
Holy, Holy
God Almighty
The Great I Am
Who is worthy?
None beside thee
God Almighty
The Great I Am
"
Someone Else Calling You Baby,Luke Bryan,spotify:track:7DkzLcSXS4KhSvbvIJja3M,0.498,0.916,8,-3.728,1,0.0662,0.052,1.31E-06,0.0734,0.352,115.045,229253,4,63.14105,9,1,"I saw a truck backin' out of your drive
You were sitting in the passenger side
Messin' with the radio, you had your sun glasses on
I pulled over cause I couldn't believe
Two weeks ago that was you and me
Riding down these old back roads, just singing our songs
Everybody round our towns been whisperin'
A tear in your eye says I should have been listenin'

Baby is someone else calling you baby
It's driving me crazy
This bein in the dark
Goodbye's never easy
So break it to me hard
If you're over my love girl
Lay it on my heart
"
What Are You So Afraid Of,XXXTENTACION,spotify:track:57nOpVSc3j9o03Cr928ZM4,0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,150769,4,37.15499,8,1,"What are you so afraid of
Is it love or wasting your time?
What are you so afraid of
Is it love or wasting your time?

Ooh-ooh, ooh-ooh
"
Stitch By Stitch,Javier Colon,spotify:track:54QbmsN1P8JKzJlKfEVPLe,0.507,0.654,10,-6.327,1,0.0467,0.211,4.25E-06,0.163,0.197,179.955,196320,4,49.69511,9,1,"Blue and black, heart torn out,
You uncover what's beneath my skin
There and back, there's no doubt,
Your touch is my medicine

I'll be okay, 'cause you heal me"
Many Places 2 Call Home,Nana Grizol,spotify:track:28cd4yGcOSptiXUZluKq4E,0.729,0.49,9,-10.185,1,0.158,0.933,0,0.366,0.938,125.159,99240,4,46.41618,3,0,"Oh well your smell is forever sort of near the tip-top of my spine
I'll be not forever yours if you be not forever mine
When we hold hands under starlight tomorrows the last thing on my mind
When we kiss goodnight well I think I'll sleep just fine

There are many places to call home
This van, your arms, or anywhere I find to be alone
People are like vines and not like stone
Were surprised to look back and see how much we've grown

"
Refuse/Resist - Live,Sepultura,spotify:track:4onirYv17flH2Y7G3P5nw8,0.272,0.986,6,-6.843,0,0.117,0.000337,0.246,0.753,0.0954,123.745,241587,4,69.93094,8,0,"Chaos A.D.
Tanks on the streets
Confronting police
Bleeding the plebs
Raging crowd
Burning cars
Bloodshed starts
Who'll be alive?!

Chaos A.D.
Army in siege
Total alarm
"
Shades Of Cool,Lana Del Rey,spotify:track:4VSg5K1hnbmIg4PwRdY6wV,0.262,0.482,2,-6.863,0,0.0302,0.554,0.0161,0.244,0.0878,137.918,342093,3,21.67128,15,1,"My baby lives in shades of blue
Blue eyes and jazz and attitude
He lives in California too
He drives a Chevy Malibu
And when he calls, he calls for me and not for you
He lives for love, he loves his drugs, he loves his baby too

But I can't fix him, can't make him better
And I can't do nothing about his strange weather

But you are unfixable
I can't break through your world
'Cause you live in shades of cool
Your heart is unbreakable
"
Neighbors Know My Name,Trey Songz,spotify:track:6jvvpPJQJy5rMOEkLlADl6,0.663,0.693,7,-5.776,0,0.0635,0.0379,0,0.162,0.391,120.026,186307,4,64.13928,8,1,"Soon as we get started makin' love goin' harder
I hear a (knock knock) knocking on the wall
And as soon as I go deep getting it in then again there's a
Knock knock, knocking on the wall
Girl your legs keep shakin'
I swear we breakin' our new headboard (headboard)
And the love we make it
Feels so good girl you know I'm proud
Lookin' in your lovely face
Scream my name you do it so loud

I bet the neighbors know my name
Way you screamin' scratchin' yellin'
Bet the neighbors know my name
They be stressin' while we sexin'
Bet the neighbors know my name (my name, my name)
I bet the neighbors know my name

My my my

Take this pillow right here (grab this)
And I know youre so excited
If you bite it they won't hear
And you know just what we capable of
"
Zack And Codeine,Post Malone,spotify:track:5lZZmityu9TAjNvSY6GLhR,0.738,0.824,5,-5.165,0,0.0437,0.15,0,0.132,0.386,138.039,204360,4,27.46447,9,1,"Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
Thirty bottles, yeah, the bill is on me (On me)
Been livin' fast, no, I can't take it slowly (Slowly)
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
We on a bender, we ain't gettin' no sleep (No sleep)
We turned the hotel lobby to a party

I'm whippin' a foreign, I can't whip no Beetle
I rock that Saint Laurent over my beater
I like to stunt like I'm Evel Knievel
But it don't mean nothin' without all my people
When I step up on stage, hands up to the sky
Every little thing I do, they always analyze
Gave that bitch a little blow and then she come alive
Started dancin' on the table, like she had on mine

I don't fuck with nobody, yeah, you hardly know me
What you take me for?
No, I can't save you soul
"
Look At Her Now.,Selena Gomez,spotify:track:4yI3HpbSFSgFZtJP2kDe5m,0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355,162596,5,33.33921,7,1,"Uhh
Yeah

They fell in love one summer
A little too wild for each other
Shiny 'til it wasn't
Feels good 'til it doesn't
It was her first real lover
His too 'til he had another
Oh, God, when she found out
Trust levels went way down

Of course she was sad
But now she's glad she dodged a bullet (Mm)
Took a few years to soak up the tears
But look at her now, watch her go

Mm-mm-mm, mm-mm-mm, mm-mm
Look at her now, watch her go
Mm-mm-mm, mm-mm-mm, mm-mm
Wow, look at her now
Mm-mm-mm, mm-mm-mm, mm-mm
Look at her now, watch her go
Mm-mm-mm, mm-mm-mm, mm-mm
Wow, look at her now, oh!
"
Black Opium,Exmortem,spotify:track:0BgsQslA6AdiPpc0cmcZvM,0.153,0.869,7,-7.811,1,0.0998,1.41E-06,0.747,0.177,0.0528,103.707,236278,4,19.37024,12,0,"Sworn dedication to pure bitterness
Icy demeanour
Abrupt hollowness
Insane asylum

Crushing darkness
"
Marry Me,Jason Derulo,spotify:track:3ogtSrlbtiTamktbA0hw0E,0.568,0.631,7,-5.623,1,0.0273,0.033,0,0.144,0.23,105.096,225027,4,31.41365,10,1,"Uhh-uhh-uhh, ohh-yeah, hmmm
A hundred and five is the number that comes to my head
When I think of all the years I wanna be with you
Wake up every morning with you in my bed
That's precisely what I plan to do

And you know one of these days, when I get my money right
Buy you everything and show you all the finer things in life
Will forever be enough, so there ain't no need to rush
But one day, I won't be able to ask you loud enough

I'll say, will you marry me?
I swear that I will mean it
I'll say, will you marry me?
Singing, uh-oh-oh, uh-oh-oh
Uh-oh-oh, oh-yeah

"
Ordinary Life,The Weeknd,spotify:track:15k2nBQJ0teDmPZHrOXL2N,0.544,0.586,7,-7.486,0,0.0794,0.0276,0,0.0961,0.361,149.882,221920,4,26.85691,11,1,"Heaven in her mouth, got a hell of a tongue
I can feel her teeth when I drive on a bump
Fingers letting go of the wheel when I cum
Wheel when I cum, wheel when I cum
David Carradine, I'ma die when I cum
She just givin' head, she don't know what I've done
Like I'm James Dean, I'ma die when I'm young
Die when I'm young, die when I'm young

Heaven knows that I've been told
Paid for the life that I chose
If I could, I'd trade it all
Trade it for a halo
And she said that she'll pray for me
I said, ""It's too late for me""
'Cause I think it's safe to say

This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
No ordinary life
"
Keep It Up,Hovvdy,spotify:track:2PLcrkHLyPmGCbkGRf3mG6,0.594,0.772,8,-5.886,1,0.0281,0.785,0.885,0.114,0.298,124.998,206104,4,61.95492,7,0,"I've been waiting around
It's not too late now
I'm happy to see
The you being closer
And with people around you
Other new friends

I just wanna be around
Really wanna show you
My postive outlook
My memories
I just wanna be a friend
Really wanna show you
"
I Got You,Bebe Rexha,spotify:track:2jB9QaPJyVdz2Q0Va8rrnU,0.606,0.887,9,-4.782,0,0.052,0.0498,3.47E-06,0.0958,0.349,97.972,191787,4,30.9063,9,1,"I can see you hurtin'
I've been through the same thing
Baby, don't you worry, I got you
I just wanna know you
Tell me all your secrets
Lookin' like you need it

'Cause I got you, you, oh
You, I got you, I got you
'Cause I got you, you, oh
You, I got you, I got you

We can get high, oh, nah-nah-nah
We can get low, oh, nah-nah-nah
Let me be your friend
Baby, let me in

Tell you no lies, oh, nah-nah-nah
We can get lost, oh, nah-nah-nah
Take it all off, oh, nah-nah-nah
Let me be your friend
Baby, let me in
Give it to me all, oh, nah-nah-nah

Tell me what you're thinkin'
Always overthinkin'
"
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",spotify:track:6zegtH6XXd2PDPLvy1Y0n2,0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64E-06,0.0859,0.334,102.861,190067,4,24.72779,8,1,"Boy, don't call me angel
You ain't got me right
Don't call me angel
You can't pay my price
Ain't from no heaven
Yeah, you heard me right (yeah, you heard me)
Even though you know we fly (though you know we)
Don't call me angel (uh)

Don't call me angel when I'm a mess
Don't call me angel when I get undressed
You know I, I don't like that, boy (uh)
I make my money, and I write the checks
So say my name with a little respect
All my girls successful, and you're just our guest

Do I really need to say it?
Do I need to say it again, yeah?
You better stop the sweet talk
And keep your pretty mouth shut

Boy, don't call me angel
You ain't got me right
Don't call me angel
"
Seaside Town,Baths,spotify:track:62KQC4uabIDTLGYTRgEq1l,0.575,0.807,6,-8.225,1,0.2,0.733,0.296,0.108,0.351,142.698,199732,3,32.52895,9,0,"This is just the kind of place I've always imagined!

Oh GG, we can see the ocean from here!

"
Vanilla Twilight,Owl City,spotify:track:0vCTQcxSGAgjHaiAsIANKn,0.582,0.529,11,-7.637,1,0.0248,0.00961,0.000554,0.113,0.567,166.134,231707,4,49.28075,9,1,"The stars lean down to kiss you
And I lie awake and miss you
Pour me a heavy dose of atmosphere
'Cause I'll doze off safe and soundly
But I'll miss your arms around me
I'd send a postcard to you, dear
'Cause I wish you were here

I'll watch the night turn light blue
But it's not the same without you
Because it takes two to whisper quietly
The silence isn't so bad
'Til I look at my hands and feel sad
"
Hallelujah,Matthew Schuler,spotify:track:31BJMDDbKD12ei9mxddZzf,0.335,0.341,6,-5.049,1,0.0297,0.678,0,0.111,0.205,105.756,240335,3,38.66714,12,1,"I've heard there was a secret chord
That David played, and it pleased the Lord
But you don't really care for music, do you?
It goes like this
The fourth, the fifth
The minor fall, the major lift
The baffled king composing Hallelujah

Hallelujah, Hallelujah
Hallelujah, Hallelujah

Your faith was strong but you needed proof
You saw her bathing on the roof
Her beauty in the moonlight overthrew you
She tied you to a kitchen chair
She broke your throne, and she cut your hair
"
I Can't Keep Up - Dub Remix,Tourist,spotify:track:4apiNukZp8ge0lwDwV3ARf,0.802,0.485,6,-7.267,0,0.0477,0.0873,2.92E-06,0.102,0.279,128.013,285692,4,60.55353,11,0,"I'm trying hard to reach you out for a rainbow
I made a start but didn't have any luck shut
I'm tryin ghard I walk my sky to the bon
It's juts a start
Won't let the pain out to show
Althought I can't keep up
I can't keep up,
I can't keep up,
I can't keep up,
Someone ever show me love, will somebody give a fuck?
Because I can't keep up,
I can't keep up,
I can't keep up,
Someone ever show me love, will somebody give a fuck?
Because I can't keep up,
"
Toot It And Boot It,YG,spotify:track:3AqcBOSlJF7xMgvLpQoa3c,0.8,0.536,7,-9.533,1,0.0893,0.127,0,0.106,0.247,95.03,243747,4,30.13884,13,1,"I met her in the club
Then I said wassup
I took her to the crib
And you know I fucked
Yea toot it and boot it
Toot it and boot it
Toot it and boot it
Thats why I toot and boot it

She think im cute, she wanna have Sex
Girl knock it off you know you cant have this

()
And she told me run that, i told her run it
And she never seen a chick until she met my magic stick
Yo im a pimp bitch straight game never no sippin
And after we did it she was walking with a limp
Bust it open leave it wet you know i leave it soakin
Who next I don't ever close, I stay open
"
Mama's Broken Heart,Miranda Lambert,spotify:track:2mXsZsJBThTaJXbNcg5QD4,0.768,0.809,4,-4.204,0,0.0616,0.278,0,0.139,0.748,111.989,177773,4,64.61373,6,1,"I cut my bangs with some rusty kitchen scissors
I screamed his name 'til the neighbours called the cops
I numbed the pain at the expense of my liver
Don't know what I did next, all I know, I couldn't stop

Word got around to the barflies and the Baptists
My mama's phone started ringin' off the hook
I can hear her now sayin' she ain't gonna have it
Don't matter how you feel, it only matters how you look

Go and fix your makeup girl, it's just a breakup
Run and hide your crazy and start actin' like a lady
'Cause I raised you better, gotta keep it together
Even when you fall apart
"
Two Black Cadillacs,Carrie Underwood,spotify:track:5mFYtqhN4T2D9IPSaZnVDw,0.555,0.854,5,-4.468,0,0.0609,0.0223,3.95E-06,0.0672,0.448,119.991,297947,4,23.77385,15,1,"Two black Cadillacs driving in a slow parade

Headlights shining bright in the middle of the day
One is for his wife
The other for the woman who loved him at night
Two black Cadillacs meeting for the first time

And the preacher said he was a good man
And his brother said he was a good friend
But the women in the two black veils didn't bother to cry
(Bye bye, bye bye)

Yeah, they took turns laying a rose down
Threw a handful of dirt into the deep ground
He's not the only one who had a secret to hide
Bye bye, bye bye, bye bye

"
The Night We Met,Lord Huron,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3,25.78628,6,1,"I am not the only traveler
Who has not repaid his debt
I've been searching for a trail to follow, again
Take me back to the night we met

And then I can tell myself
What the hell I'm supposed to do
And then I can tell myself
Not to ride along with you
"
Where Are U Now,Skrillex & Diplo With Justin Bieber,spotify:track:66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21E-06,0.0789,0.197,139.432,250286,4,20.61141,12,1,"I need you, I need you
I need you, I need you
I need yo-yo-yo-yo-you
I need you, I need you
I need you, I need you
I need yo-yo-yo-yo-you
The m-m-m
I need you the most
I gave you the key
When the door wasn't open
Just admit it
See, I gave you faith
Turned your doubt into hoping
Can't deny it
Now I'm all alone
And my joys turned to moping
"
Sorry Not Sorry,Demi Lovato,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,0.705,0.64,11,-6.928,0,0.225,0.0237,0,0.262,0.887,144.077,203760,4,48.2161,11,1,"Payback is a bad chick
And baby, I'm the baddest
I'm the baddest, I'm the baddest
(Go)

Now, I'm out here looking like revenge
Feeling like a ten, the best I've ever been
And, yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)

Now, you're out here looking like regret, ain't too proud to beg
Second chance, you'll never get
And, yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)

Now, payback is a bad chick
And baby, I'm the baddest
Stop playing with a savage
Can't have this, can't have this (ah)
And it'd be nice of me to take it easy on ya, but nah

Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Being so bad got me feeling so good
Showing you up like I knew that I would

Baby, I'm sorry (I'm not sorry)
"
Fuck the System,Sons of Freedom,spotify:track:6FpRgbwzT6srMwFgiI3o2j,0.515,0.986,9,-5.595,1,0.0859,0.0244,0.00632,0.0799,0.416,144.72,200933,4,23.93003,11,0,"When the system brings you down
When the system changes how you feel
It is time to change the system
It is time to bring it down
See your life, standing by
See your life, slipping by

When your fear is getting to you
When you fear it's time to die
It is time for you to listen
"
The Cabinet,Das Kabinette,spotify:track:36TI5acjqXDu4hIQ0wOlmY,0.408,0.718,5,-14.237,1,0.0711,0.00384,0.858,0.187,0.177,155.607,236507,4,73.9116,10,0,"The mysterious Doctor Sonol
Over the asylum now presides
And his alias is Doctor Caligari
The fairground's a dark place to hide
In the cabinet lies Cesare
Who has slept these 25 years
Cesare knows all secrets
Ask him to look into your future

How long shall I live?
Until Dawn
How long shall I live?
Until Dawn
"
"Thank U, Next",Ariana Grande,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4,128.64291,6,1,"Thought I'd end up with Sean
But he wasn't a match
Wrote some songs about Ricky
Now I listen and laugh
Even almost got married
And for Pete, I'm so thankful
Wish I could say ""thank you"" to Malcolm
'Cause he was an angel

One taught me love
One taught me patience
And one taught me pain
Now, I'm so amazing
Say I've loved and I've lost
But that's not what I see
So, look what I got
Look at what you taught me
And for that, I say

Thank you, next (next)
Thank you, next (next)
Thank you, next
I'm so grateful for my ex

Thank you, next (next)
Thank you, next (next)
Thank you, next (next)
I'm so

Spend more time with my friends
I ain't worried 'bout nothin'
Plus, I met someone else
We're havin' better discussions
"
Little Drummer Boy,Pentatonix,spotify:track:7BvCDrlYwJ5D9RUqvvs3BT,0.713,0.411,8,-8.24,1,0.0355,0.3,7.19E-05,0.0763,0.626,134.007,255879,4,23.37582,14,1,"""Come"", they told me
Pa-rum-pum-pum-pum
A newborn King to see
Pa-rum-pum-pum-pum
Our finest gifts we bring
Pa-rum-pum-pum-pum
To lay before the King
Pa-rum-pum-pum-pum
Rum-pum-pum-pum
Rum-pum-pum-pum

So, to honor Him
Pa-rum-pum-pum-pum
When we come
Pum-pum-pum-pum
Pa-rum-pum-pum
Pum-pum-pum-pum
Pa-rum-pum-pum
Pum-pum-pum-pum
Pa-rum-pum-pum
Pum-pum-pum-pum
Pa-rum

Little baby
Pa-rum-pum-pum-pum
I am a poor boy too
"
"Island In the Sun (From ""Island In the Sun"")",Harry Belafonte,spotify:track:3UaXW6ofYLibWjyMFkPIJL,0.432,0.33,2,-14.093,1,0.0369,0.904,7.05E-06,0.231,0.53,98.419,205293,4,23.81311,9,0,"Oh, island in the sun
Willed to me by my father's hand
All my days I will sing in praise of your forest, waters
Your shining sand

As morning breaks the heaven on high
I lift my heavy load to the sky
Sun comes down with a burning glow
Mingles my sweat with the earth below

Oh, island in the sun
"
Mockingbird,Rob Thomas,spotify:track:4L9J2or96xvWhQwWw09fHO,0.571,0.77,0,-5.498,1,0.0314,0.0534,1.02E-06,0.129,0.613,141.996,240320,4,35.27254,11,1,"Here we stand
Somewhere in between this moment and the end
Will we bend?
Or will we open up and take this whole thing in?

Everybody else is smiling
And their smiles don't fade
And you don't even wonder
Why you just don't think that way

Maybe you and me got lost somewhere
We can't move or we can't stay here
Well, maybe we've just had enough
Well, maybe we ain't meant for this love

You and me tried everything
But still that mockingbird won't sing
Well man, this life seems hard enough
"
With Them,Young Thug,spotify:track:0tISnxqgVmxqhVghsTi2Rr,0.926,0.517,9,-6.794,1,0.184,0.00218,0,0.091,0.284,132.07,197747,4,37.92717,9,1,"Thugger Thugger baby
Fuck all that let's get to it
What lil' shawty say?

She suck on that dick on the plane and I just called her airhead (Woo!)
I just went hunting, I found me a rabbit, I picked out the carrots
I'm just high smoking kush, I need some Moonrock out in Cali
I got a white bitch and she give me that Becky but her name is Sari
I pimp, I don't play with them
She bad, I might stay with her
Stack it up like a Lego, yeah
Homicide, you can lay with them
Got some hoes, you can stay with them
You know that we players, we playing them
She can't be my wife, I can't lay in there
Diamonds all black like I'm racist now

Riding through the city, windows tinted, AC blast
I got bitches wanna fuck me, so so wrong, do me bad
I got cash in my pants, I got cash on her ass
AP dance, bitches glance, cause my diamonds look like glass

I wanna fuck her but she play more games than the NBA
Early morning, got a dentist appointment, lil' bitch you can check out the dentures plate
I got so much jewellery, baby I got so much water this shit like a mini-lake
Fuck nigga play I'ma send him to meet his maker then ask God for forgiveness bae
Cop a chopper, end up flipping nigga
"
Don't Ya,Brett Eldredge,spotify:track:3Qe097eJNp9MfpT2PieEw0,0.537,0.693,9,-5.256,1,0.0847,0.0566,0,0.146,0.581,176.004,181210,4,30.89304,10,1,"Girl you cut those jeans just right
I know you didn't buy 'em like that
So baby don't even try that
You dance, oh, you move
Like there ain't nobody watchin'
But girl you know I'm watchin'

Don't lie, you've got it all figured out
That smile has got me spinnin' around
Don't even try actin' like it ain't no thing
'Cause I can see you move a little closer, closer
Girl, I gotta get to, get to know ya, know ya
Everything about ya makes me want ya, want ya
Know what you're doin' baby don't ya, don't ya

"
Cut,Joey Trap,spotify:track:6yIdUCpiFI80fZzN7uLlTc,0.904,0.708,10,-9.282,0,0.0744,0.0113,0,0.1,0.543,88.039,201900,4,34.1634,8,0,"CBass, bitch
Akachi Beats, that's my brother right there

I can't sip with you cause your lean always cut
Made a hundred bands off fifty bucks, yeah
Came from nothin', we don't give a fuck
Never lackin', keep my toolies tucked, yeah
I think my bitch need a bigger ass
Not gon' lie, it do look kinda flat yuh
Got her booty fixed and now she bad, yuh
Top me while I'm drivin', I might crash, yuh

I remember, I was out of luck
She get on her knees, think she prayin' when she suck
If you need them keys, prolly know a couple plugs
I be gettin' G's, I don't need to sell no drugs, drugs
I be on that grind, like everyday aye
Nigga rich, I'm gettin' money, I don't take brakes
She give me throat-oat, oh, I feel like Tay-K, ayy

I can't sip with you cause your lean always cut
Made a hundred bands off fifty bucks, yeah
Came from nothin', we don't give a fuck
Never lackin', keep my toolies tucked, yeah
I think my bitch need a bigger ass
"
Poker Face,Glee Cast,spotify:track:1rc7RzuBYQ9KZIntUyEAVb,0.467,0.195,4,-9.281,1,0.0656,0.924,0,0.138,0.288,75.896,219613,4,32.88048,11,1,"I wanna hold em like they do in Texas Plays
Fold em let em hit me raise it baby stay with me, I love it
Luck and intuition play the cards with Spades to start
And after he's been hooked I'll play the one that's on his heart

Oh, oh, oh
I'll get him hot, show him what I've got
Oh, oh, oh
I'll get him hot, show him what I've got

Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)
Can't read my, can't read my
No he can't read my poker face
(She's got to love nobody)

P-p-p-poker face, p-p-poker face
(Mum mum mum mah)
P-p-p-poker face, p-p-poker face
(Mum mum mum mah)

I wanna roll with him a hard pair we will be
A little gambling is fun when you're with me, I love it
Russian Roulette is not the same without a gun
And baby when it's love if it's not rough it isn't fun, fun

Oh, oh, oh
I'll get him hot, show him what I've got
Oh, oh, oh
"
