Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
Go Your Own Way - 2004 Remaster,Fleetwood Mac,album rock,1977,135,94,59,-5,7,83,224,2,4,73,"Loving you
Isn't the right thing to do
How can I
Ever change things that I feel
If I could
Baby, I'd give you my world
How can I
When you won't take it from me

(You can go your own way)
Go your own way
You can call it another lonely day
(You can go your own way)
Go your own way
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Mr. Blue Sky,Electric Light Orchestra,album rock,1977,178,34,39,-10,25,48,303,65,3,80,"Morning! Today's forecast calls for blue skies

The sun is shining in the sky
There ain't a cloud in sight
It's stopped raining
Everybody's in the play
And don't you know, it's a beautiful new day
Hey, hey, hey!

Running down the avenue
See how the sun shines brightly in the city
All the streets where once was pity
Mr. Blue Sky is living here today!
Hey, hey, hey!

Mr. Blue Sky
Please tell us why
You had to hide away for so long (so long)
Where did we go wrong?
Mr. Blue Sky
Please tell us why
You had to hide away for so long (so long)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Fool's Overture,Supertramp,album rock,1977,135,31,41,-10,7,7,653,31,4,56,"We shall go on till the end
We shall fight on the seas and oceans

We shall defend our island
Whatever the cost may be
We shall never surrender

History recalls
How great the fall can be

While everybody's sleeping
The boat's put out to sea
Born on the wings of time
It seems the answers
Were so easy to find
Too late the prophets cry

The island's sinking
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
We Will Rock You - Remastered,Queen,glam rock,1977,81,50,69,-7,26,47,122,68,12,70,"Buddy, you're a boy, make a big noise
Playin' in the street, gonna be a big man someday
You got mud on your face, you big disgrace
Kickin' your kind all over the place, singin'

We will, we will rock you

We will, we will rock you

Buddy, you're a young man, hard man
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
The Chain - 2004 Remaster,Fleetwood Mac,album rock,1977,152,67,55,-9,5,48,270,1,5,78,"Listen to the wind blow
Watch the sun rise
Run in the shadows
Damn your love, damn your lies

And if you don't love me now
You will never love me again
I can still hear you saying
We would never break the chain (never break the chain)
And if you don't love me now (you don't love me now)
You will never love me again
I can still hear you saying
We would never break the chain (never break the chain)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
We Are The Champions - Remastered 2011,Queen,glam rock,1977,64,46,27,-7,12,17,179,38,3,66,"I've paid my dues
Time after time
I've done my sentence
But committed no crime

And bad mistakes
I've made a few
I've had my share of sand kicked in my face
But I've come through (and I mean to go on and on and on)

We are the champions, my friends
And we'll keep on fighting 'til the end
We are the champions
We are the champions
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Worn Down Piano,The Mark & Clark Band,classic rock,1977,112,71,37,-10,13,32,488,10,6,32,"Each Tuesday morning, they'd all stand in line
The auction would open promptly at nine
The gavel came down on the auctioneer's block
And the bidding began on a grandfather's clock
Next up for bids in the rear of the room
A piano worn down and a bit out of tune
Who'll start the bidding, the auctioneer cried
No voices rang out, so just put it aside
Shouts filled the room and the auction went on
When the cries of the crowd were stopped by a song
Everyone turned to the rear of the room
To that worn down piano, a bit out of tune
Oh the days long ago when the crowds came around
To hear that piano ring out with sound
But the crowds have all gone and the symphony's through
And the piano cries out: 'let me play once for you'
A man with a torn coat and a hole in one shoe
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Dust in the Wind,Kansas,album rock,1977,94,32,48,-11,11,39,206,37,3,77,"I close my eyes only for a moment and the moment's gone
All my dreams pass before my eyes a curiosity
Dust in the wind
All they are is dust in the wind
Same old song just a drop of water in an endless sea
All we do crumbles to the ground though we refuse to see
Dust in the wind
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Lust For Life,Iggy Pop,alternative rock,1977,104,97,39,-6,10,69,314,3,4,68,"Here comes Johnny Yen again
With the liquor and drugs and the flesh machine
Hes gonna do another strip tease

Hey man, where'd you get that lotion?
Ive been hurting since Ive bought the gimmick
Something called love, yeah, something called love
Well, thats like hypnotizing chickens

Well, Im just a modern guy
Of course, Ive had it in the ear before
Well, Ive a lust for life cause Ive a lust for life

Im worth a million in prizes with my torture film
Drive a GTO, wear a uniform
All on a government loan
Im worth a million in prizes

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
She's Not There,Santana,blues rock,1977,130,70,48,-8,31,83,249,40,4,52,"No one told me about her
The way she lied
Well, no one told me about her
How many people cried

Well, it's too late to say you're sorry
How would I know, why should I care?
Please, don't bother trying to find her
She's not there, ooh

Nobody told me about her
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Stayin' Alive,Bee Gees,adult standards,1977,104,54,71,-20,9,64,93,11,4,60,"Well, you can tell by the way I use my walk
I'm a woman's man, no time to talk
Music loud and women warm
I've been kicked around since I was born

And now it's alright, it's okay
And you may look the other way
We can try to understand
The New York Times' effect on man

Whether you're a brother or whether you're a mother
You're stayin' alive, stayin' alive
Feel the city breakin' and everybody shakin'
And we're stayin' alive, stayin' alive
Ah, ha, ha, ha, stayin' alive, stayin' alive
Ah, ha, ha, ha, stayin' alive

Well now, I get low and I get high
And if I can't get either, I really try
Got the wings of heaven on my shoes
I'm a dancing man and I just can't lose

You know it's alright, it's okay
I'll live to see another day
We can try to understand
The New York Times' effect on man

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Psycho Killer - 2005 Remaster,Talking Heads,alternative rock,1977,123,52,72,-8,13,94,261,7,6,73,"I can't seem to face up to the facts
I'm tense and nervous and I
Can't relax
I can't sleep 'cause my bed's on fire
Don't touch me I'm a real live wire

Psycho Killer
Qu'est-ce que c'est
Fa fa fa fa, fa fa fa fa fa far better
Run run run run, run run run away, oh, oh, oh
Psycho Killer
Qu'est-ce que c'est
Fa fa fa fa, fa fa fa fa fa far better
Run run run run, run run run away
Oh, oh, oh, ooh
Ay, ay, ay, ay, ay, ooh

You start a conversation you can't even finish it
You're talkin' a lot, but you're not sayin' anything
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Fantasy,"Earth, Wind & Fire",disco,1977,89,75,61,-9,14,61,277,32,9,48,"Every man has a place, in his heart there's a space,
And the world can't erase his fantasies
Take a ride in the sky, on our ship fantasii
All your dreams will come true, right away
And we will live together, until the twelfth of never
Our voices will ring forever, as one
Every thought is a dream, rushing by in a stream,
Bringing life to our kingdom of doing
Take a ride in the sky, on our ship fantasii
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Songbird - 2004 Remaster,Fleetwood Mac,album rock,1977,184,9,39,-15,10,36,201,98,3,56,"For you there'll be no more crying
For you the Sun will be shining
And I feel that when I'm with you
It's alright, I know it's right

To you, I'll give the world
To you, I'll never be cold
'Cause I feel that when I'm with you
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Don't Stop - 2004 Remaster,Fleetwood Mac,album rock,1977,119,72,67,-8,4,83,193,4,4,67,"If you wake up and don't want to smile
If it takes just a little while
Open your eyes and look at the day
You'll see things in a different way

Don't stop thinking about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone

Why not think about times to come?
And not about the things that you've done
If your life was bad to you
Just think what tomorrow will do
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
The Passenger,Iggy Pop,alternative rock,1977,135,89,50,-5,73,70,283,9,5,72,"I am the passenger
And I ride and I ride
I ride through the city's backsides
I see the stars come out of the sky
Yeah, they're bright in a hollow sky
You know it looks so good tonight

I am the passenger
I stay under glass
I look through my window so bright
I see the stars come out tonight
I see the bright and hollow sky
Over the city's ripped-back sky
And everything looks good tonight

Oh singin', la, la, la, la, la-la-la-la
La, la, la, la, la-la-la-la
La, la, la, la, la-la-la-la
La-la-la-la

Get into the car
We'll be the passenger
We'll ride through the city tonight
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Give A Little Bit,Supertramp,album rock,1977,91,82,53,-5,26,47,248,7,5,74,"Ooh yeah
Alright
Here we go again
De de
Oh oh
Na na
Hey hey

Give a little bit
Give a little bit of your love to me
I'll give a little bit
I'll give a little bit of my love to you
There's so much that we need to share
So send a smile and show you care

(Alright)
I'll give a little bit
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Sound and Vision - 2017 Remaster,David Bowie,album rock,1977,106,80,67,-9,6,76,184,3,4,62,"Don't you wonder sometimes
About sound and vision?

Blue, blue, electric blue
That's the colour of my room
Where I will live
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Spread Your Wings - 2011 Mix,Queen,glam rock,1977,175,66,39,-6,6,46,274,28,3,50,"Sammy was low
Just watching the show
Over and over again
He knew it was time
He'd made up his mind
To leave his dead life behind

His boss said to him, ""Boy, you'd better begin
To get those crazy notions right out of your head""
Sammy, who do you think that you are?
You should've been sweeping up the Emerald Bar

Spread your wings and fly away
Fly away, far away
Spread your little wings and fly away
Fly away, far away

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
You Took The Words Right Out of My Mouth (Hot Summer Night),Meat Loaf,album rock,1977,125,68,46,-9,50,68,304,25,8,57,"On a hot summer night
Would you offer your throat to the wolf with the red roses?

Will he offer me his mouth?
Yes
Will he offer me his teeth?
Yes
Will he offer me his jaws?
Yes
Will he offer me his hunger?
Yes

Again, will he offer me his hunger?
Yes
And will he starve without me?
Yes
And does he love me?
Yes
Yes

On a hot summer night
Would you offer your throat to the wolf with the red roses?
Yes
I bet you to say that to all the boys

It was a hot summer night and the beach was burning
There was fog crawling over the sand
Oh, when I listen to your heart, I hear the whole world turning
I see the shooting stars falling through your trembling hands

Oh, you were licking your lips and your lipstick's shining
I was dying just to ask for a taste
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Two Out of Three Ain't Bad,Meat Loaf,album rock,1977,80,48,59,-9,9,49,324,39,2,60,"Baby, we can talk all night
But that ain't getting us nowhere
I told you everything I possibly can
There's nothing left inside of here

And maybe you can cry all night
But that'll never change the way that I feel
The snow is really piling up outside
I wish you wouldn't make me leave here

I poured it on and I poured it out
I tried to show you just how much I care
I'm tired of words and I'm too hoarse to shout
But you've been cold to me so long
I'm crying icicles instead of tears
And all I can do is keep on tellin' you

I want you (I want you)
I need you (I need you)
But there ain't no way I'm ever gonna love you
Now don't be sad (don't be sad, 'cause)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Cocaine,Eric Clapton,album rock,1977,105,50,70,-13,32,68,222,6,3,68,"If you want to hang out, you've gotta take her out, cocaine
If you want to get down, get down on the ground, cocaine
She don't lie, she don't lie, she don't lie,
Cocaine
If you got that lose, you want to kick them blues, cocaine
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
One Love / People Get Ready - Medley,Bob Marley & The Wailers,reggae,1977,76,52,73,-10,7,95,173,8,32,74,"One love, one heart
Let's get together and feel alright

Hear the children crying (one love)
Hear the children crying (one heart)
Sayin' give thanks and praise to the lord and I will feel alright
Sayin' let's get together and feel alright

Wo-wo-wo

Let them all pass all their dirty remarks (one love)
There is one question I'd really love to ask (one heart)
Is there a place for the hopeless sinner?
Who has hurt all mankind just to save his own?
Believe me

(One love) What about the one heart (One heart), what about love?
Let's get together and feel alright
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
I Want You to Want Me,Cheap Trick,album rock,1977,93,46,81,-13,15,74,191,78,3,70,"I want you to want me
I need you to need me
I'd love you to love me
I'm beggin' you to beg me
I want you to want me
I need you to need me
I'd love you to love me

I'll shine up my old brown shoes
I'll put on a brand new shirt
I'll get home early from work
If you say that you love me

Didn't I, didn't I, didn't I see you cryin'
Ohh didn't I, didn't I, didn't I see you cryin'
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Scenes from an Italian Restaurant,Billy Joel,album rock,1977,98,93,42,-5,11,34,457,41,13,60,"A bottle of white, a bottle of red
Perhaps a bottle of rose instead
We'll get a table near the street
In our old familiar place
You and I, face to face

A bottle of red, a bottle of white
It all depends upon your appetite
I'll meet you any time you want
In our Italian Restaurant.

Things are okay with me these days
Got a good job, got a good office
Got a new wife, got a new life
And the family's fine
We lost touch long ago
You lost weight I did not know
You could ever look so good after
So much time.

I remember those days hanging out
At the village green
Engineer boots, leather jackets
And tight blue jeans
Drop a dime in the box play the
Song about New Orleans
Cold beer, hot lights
My sweet romantic teenage nights

Brenda and Eddie were the
Popular steadys
And the king and the queen
Of the prom
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Spanish Stroll,Mink DeVille,dutch rock,1977,129,45,75,-15,12,95,220,42,6,47,"Hey, Mr. Jim
I can see the shape you're in
Finger on your eyebrow
And left hand on your hip
Thinkin' that you're such a ladykiller
Think you're so slick
Well, alright

(Woo-hoo-hoo-hoo-hoo)
(Woo-hoo-hoo-hoo-hoo)
(Woo-hoo-hoo-hoo-hoo)

Brother Johnny
He caught a plane, and he got on it
Now he's a razor in the wind
And he's got a pistol in his pocket
They say the man is crazy on the coast
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Le Freak - 2018 Remaster,CHIC,disco,1977,119,64,91,-11,6,90,331,3,6,69,"One two

Ah, freak out!
Le freak, c'est chic
Freak out!
Ah, freak out!
Le freak, c'est chic
Freak out!

Ah, freak out!
Le freak, c'est chic
Freak out!
Ah, freak out!
Le freak, c'est chic
Freak out!

Have you heard, about the new dance craze?
Listen to us, I'm sure you'll be amazed
Big fun, to be had by everyone
It's up to you, it surely can be done
Young and old are doing it, I'm told
Just one try and you too will be sold
It's called 'le freak', they're doing it night and day
Allow us, we'll show you the way

Ah, freak out!
Le freak, c'est chic
Freak out!
Ah, freak out!
Le freak, c'est chic
Freak out!

Ah, freak out!
Le freak, c'est chic
Freak out!
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
You Make Loving Fun - 2004 Remaster,Fleetwood Mac,album rock,1977,127,60,62,-9,10,86,217,1,3,58,"Sweet wonderful you
You make me happy with the things you do
Oh, can it be so?
This feeling follows me wherever I go

I never did believe in miracles
But I've a feeling it's time to try
I never did believe in the ways of magic
But I'm beginning to wonder why
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Sultans of Swing,Dire Straits,album rock,1978,148,87,73,-7,32,92,350,6,3,66,"You get a shiver in the dark,
It's a raining in the park but meantime-
South of the river you stop and you hold everything
A band is blowing Dixie, double four time
You feel alright when you hear the music ring
Well now you step inside but you don't see too many faces
Coming in out of the rain they hear the jazz go down
Competition in other places
Uh but the horns they blowin' that sound
Way on downsouth
Way on downsouth
London town
Check out guitar george, he knows-all the chords
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Don't Stop Me Now - 2011 Mix,Queen,glam rock,1978,156,87,56,-5,77,60,209,5,16,76,"Tonight I'm gonna have myself a real good time
I feel alive
And the world I'll turn it inside out, yeah
I'm floating around in ecstasy
So, (don't stop me now)
(Don't stop me)
'Cause I'm having a good time, having a good time

I'm a shooting star leaping through the sky like a tiger
Defying the laws of gravity
I'm a racing car passing by like Lady Godiva
I'm gonna go, go, go, there's no stopping me

I'm burnin' through the sky, yeah
200 degrees, that's why they call me Mister Fahrenheit
I'm travelling at the speed of light
I wanna make a supersonic man out of you

(Don't stop me now)
I'm having such a good time
I'm having a ball
(Don't stop me now)
If you wanna have a good time
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Wuthering Heights,Kate Bush,art pop,1978,125,39,48,-11,12,52,269,37,3,68,"Out on the wily, windy moors
We'd roll and fall in green
You had a temper like my jealousy
Too hot, too greedy

How could you leave me
When I needed to possess you?
I hated you, I loved you, too

Bad dreams in the night
They told me I was going to lose the fight
Leave behind my Wuthering, Wuthering
Wuthering Heights

Heathcliff, it's me, I'm Cathy
I've come home, I'm so cold
Let me in your window

Heathcliff, it's me, I'm Cathy
I've come home, I'm so cold
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Saturday Night,Herman Brood & His Wild Romance,dutch indie,1978,92,61,63,-7,68,55,223,60,3,48,"The neon light, of the ""Open all night"",
Was just in time replaced by the magic appearance of a new day-while,
A melancholic Reno was crawling on his back just in,
Front of the supermarket door-way child
Hey girl, on a cold summernight,
As we stood on the corner,
As a man passed by and asked us,
What we DO and what we need,
As he pointed his big fat finger
To the people hangin round at the corner of the - other side of THE street
Oh well SAID
Doin' nothing, just hanging around,
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Hold the Line,TOTO,album rock,1978,96,70,49,-12,15,78,236,4,6,75,"It's not in the way that you hold me
It's not in the way you say you care
It's not in the way you've been treating my friends
It's not in the way that you stay 'till the end
It's not in the way you look or the things that you say that you'll do

Hold the line
Love isn't always on time
Whoa, whoa, whoa
Hold the line
Love isn't always on time
Whoa, whoa, whoa

It's not in the words that you told me, babe
It's not in the way you say you're mine (uhh)
It's not in the way that you came back to me
It's not in the way that your love set me free
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
The Man with the Child in His Eyes,Kate Bush,art pop,1978,90,26,25,-11,14,20,159,96,3,53,"I hear him, before I go to sleep
And focus on the day that's been
I realise he's there
When I turn the light off and turn over

Nobody knows about my man
They think he's lost on some horizon
And suddenly I find myself
Listening to a man I've never known before
Telling me about the sea
All his love is 'til eternity
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Dreadlock Holiday,10cc,album rock,1978,105,38,84,-13,20,89,268,54,6,67,"I was walkin' down the street
Concentratin' on truckin' right
I heard a dark voice beside of me
And I looked round in a state of fright
I saw four faces one mad
A brother from the gutter
They looked me up and down a bit
And turned to each other

I say
I don't like cricket oh no
I love it
I don't like cricket oh no
I love it
Don't you walk through my words
You got to show some respect
Don't you walk through my words
'Cause you ain't heard me out yet

Well he looked down at my silver chain
He said I'll give you one dollar
I said you've got to be jokin' man
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Fat Bottomed Girls - Single Version,Queen,glam rock,1978,88,69,43,-8,36,52,203,6,6,51,"Oh you gonna take me home tonight
Oh down beside that red fire light
Oh you gonna let it all hang out
Fat-bottomed girls you make the rocking world go round

I was just a skinny lad
Never knew no good from bad
But I knew love before I left my nursery
Left alone with big fat Fanny
She was such a naughty nanny
Hey big woman, you made a bad boy out of me

I've been singing with my band
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Bicycle Race - Remastered 2011,Queen,glam rock,1978,83,67,43,-6,10,61,181,6,8,55,"Bicycle, bicycle, bicycle
I want to ride my bicycle, bicycle, bicycle

I want to ride my bicycle
I want to ride my bike
I want to ride my bicycle
I want to ride it where I like

You say black, I say white
You say bark, I say bite
You say shark, I say, hey man
Jaws was never my scene
And I don't like Star Wars

You say Rolls, I say Royce
You say God, give me a choice
You say Lord, I say Christ
I don't believe in Peter Pan
Frankenstein or Superman
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Follow You Follow Me - 2007 Remaster,Genesis,album rock,1978,93,72,53,-10,8,76,241,13,3,51,"Stay with me
My love, I hope you'll always be
Right here by my side if ever I need you
Oh, my love

In your arms
I feel so safe and so secure
And everyday is such a perfect day to spend
Alone with you

I will follow you, will you follow me?
All of the days and nights that we know will be
I will stay with you, will you stay with me?
Just one single tear in each passing year

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
How You Gonna See Me Now,Alice Cooper,album rock,1978,137,34,54,-14,13,30,236,46,4,49,"Dear darlin' surprised to hear from me?
Bet you're sittin' drinkin' coffee, yawnin' sleepily
Just to let you know
I'm gonna be home soon
I'm kinda awkward and afraid
Time has changed your point of view

How you gonna see me now
Please don't see me ugly babe
'Cause I know I let you down
In oh so many ways
How you gonna see me now
Since we've been on our own
Are you gonna love the man
When the man gets home

Listen darlin' now I'm heading for the west
Straightened out my head but my old heart is still a mess
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Miss You - Remastered,The Rolling Stones,album rock,1978,110,71,80,-5,34,85,289,44,4,67,"I've been holding out so long
I've been sleeping all alone
Lord, I miss you
I've been hanging on the phone
I've been sleeping all alone
I want to kiss you sometime

Well, I've been haunted in my sleep
You've been starring in my dreams
Lord, I miss you tonight
I've been waiting in the hall
Been waiting on your call
When the phone rings

It's just a friend of mine that say
Hey, what's the matter, man?
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
"Stir It Up - Live At The Pavillon De Paris, 1977",Bob Marley & The Wailers,reggae,1978,91,82,67,-7,97,80,317,10,5,40,"Stir it up!
Little darling, stir it up!
Come on baby come on and stir it up little darling, stir it up

It's been a long long time since I've got you on my mind
And now you are here
I say it's so clear
To see what we can do, baby, just me and you

Come on and stir it up! Little darling, stir it up!
Come on baby come on and stir it up little darling, stir it up
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Beast Of Burden - Remastered,The Rolling Stones,album rock,1978,101,88,78,-4,4,89,265,39,3,74,"I'll never be your beast of burden
My back is broad, but it's hurting
All I want, for you to make love to me

I'll never be your beast of burden
I've walked for miles, my feet are hurting
All I want, for you to make love to me

Am I hard enough?
Am I rough enough?
Am I rich enough?
I'm not too blind to see

I'll never be your beast of burden
So let's go home and draw the curtains
Music on the radio, come on, baby, sweet love to me

Am I hard enough?
Am I rough enough?
Am I rich enough?
I'm not too blind to see

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Born to Be Alive - Original Mix 79,Patrick Hernandez,disco,1978,131,87,70,-6,21,81,188,8,3,66,"We were born to be alive
We were born to be alive

Born, born to be alive
(Born to be alive)
Yes, we were born
Born
Born
(Born to be alive)

People ask me why
I never find a place to stop
And settle down, down, down
But I never wanted all those things
People need to justify
Their lives, lives, lives

Yes, we were born, born
Born to be alive
(Born to be alive)
Yes, we were born
Born
Born
(Born to be alive)
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Water of Love,Dire Straits,album rock,1978,121,57,80,-13,11,96,327,45,3,41,"High and dry in the long hot day
Lost and lonely every way
Got the flats all around me sky up above
Yes, I need a little water of love

I've been too long lonely and my heart feels pain
Crying out for some soothing rain
I believe I have taken enough
Yes, I need a little water of love

Water of love deep in the ground
But there ain't no water here to be found
Some day, baby, when the river runs free
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
The Rose,Bette Midler,adult standards,1979,134,23,35,-10,38,18,221,90,3,67,"Some say love, it is a river
That drowns the tender reed
Some say love, it is a razor
That leaves your soul to bleed
Some say love, it is a hunger
An endless aching need
I say love, it is a flower
And you, its only seed

...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
The Logical Song - Remastered 2010,Supertramp,album rock,1979,120,76,63,-6,15,70,251,51,5,72,"When I was young
It seemed that life was so wonderful
A miracle
Oh, it was beautiful, magical

And all the birds in the trees
Well they'd be singing so happily
Oh, joyfully
Oh, playfully, watching me

But then they sent me away
To teach me how to be sensible
Logical
Oh responsible, practical

And they showed me a world
Where I could be so dependable
Oh, clinical
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
I Was Made For Lovin' You,KISS,album rock,1979,128,85,77,-6,7,87,271,21,4,78,"Hmm, yeah
Do, do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do
Do, do, do, do, do, do, do, do, do
Do, do, do, do, do, do, do
Tonight I want to give it all to you
In the darkness
There's so much I want to do
And tonight I want to lay it at your feet
'Cause girl, I was made for you
And girl, you were made for me
""I was made for lovin' you baby""
You were made for lovin' me
And I can't get enough of you baby
Can you get enough of me

Tonight I want to see it in your eyes
Feel the magic
There's something that drives me wild
And tonight we're gonna make it all come true
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Message In A Bottle,The Police,album rock,1979,151,81,58,-7,22,87,290,3,4,74,"Just a castaway.
An island lost at sea.
Another lonely day
With no one here but me.
More loneliness
Than any man could bear.
Rescue me before I fall into despair.

I'll send an SOS to the world.
I'll send an SOS to the world.
I hope that someone gets my
Message in a bottle.
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Bright Eyes,Art Garfunkel,adult standards,1979,113,21,38,-16,8,21,239,75,3,57,"Is it a kind of dream
Floating out on the tide
Following the river of death downstream?
Oh, is it a dream?

There's a fog along the horizon
A strange glow in the sky
And nobody seems to know where you go
And what does it mean?
Oh, is it a dream?

Bright eyes
Burning like fire
Bright eyes
How can you close and fail?
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Take The Long Way Home - 2010 Remastered,Supertramp,album rock,1979,77,70,41,-9,11,37,309,22,3,64,"So you think you're a Romeo
Playing a part in a picture show
Well take the long way home
Take the long way home

You're the joke of the neighborhood
Why should you care if you're feeling good?
Take the long way home
Take the long way home

There are times that you feel you're part of the scenery
All the greenery is comin' down boy
And then your wife seems to think you're part of the furniture
Oh, it's peculiar she used to be... so... nice
Lonely days turn to lonely nights
Take a trip to the city lights
Take the long way home
Take the long way home

You never see what you want to see
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Breakfast In America - Remastered,Supertramp,album rock,1979,75,66,53,-6,7,76,159,43,3,70,"Take a look at my girlfriend
She's the only one I got
Not much of a girlfriend
I've never seem to get a lot

Take a jumbo across the water
Like to see America
See the girls in California
I'm hopin' it's going to come true
But there's not a lot I can do

Could we have kippers for breakfast?
Mummy dear, Mummy dear
They gotta have 'em in Texas
'Cause everyone's a millionaire
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Boogie Wonderland,"Earth, Wind & Fire",disco,1979,132,76,80,-11,5,96,288,8,3,73,"Dance
Boogie wonderland
Dance
Boogie wonderland
Midnight creeps so slowly into hearts,
Of men who need more than they get
Daylight deals a bad hand,
To a woman that has laid to many bets

The mirror stares you in the face and says
Baby, uh uh it dont work
You say your prayers through you dont care
You dance and shake the hurt
Dance
Boogie wonderland
Dance
Boogie wonderland

Sound fly through the night
I chase my vinyl drams to boogie wonderland
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Boys Don't Cry - Single Version,The Cure,dance rock,1979,169,84,47,-6,11,69,158,0,6,63,"I would say I'm sorry
If I thought that it would change your mind
But I know that this time
I have said too much, been too unkind

I try to laugh about it
Cover it all up with lies
I try to laugh about it
Hiding the tears in my eyes

'Cause boys don't cry
Boys don't cry

I would break down at your feet
And beg forgiveness, plead with you
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
MacArthur Park - Single Version,Donna Summer,dance pop,1979,131,67,58,-12,5,45,235,8,4,52,"Spring was never waiting for us, dear
It ran one step ahead
As we followed in the dance

MacArthur's Park is melting in the dark
All the sweet, green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it
'Cause it took so long to bake it
And I'll never have that recipe again
Oh no
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,pop,1979,119,82,88,-10,18,95,365,13,9,74,"You know, I was
I was wondering, you know, if
If you could keep on, because
The force, it
It's got a lot of power and
It make me feel like, ah
It, it make me feel like, ah
(Woo!)

Lovely, is the feeling now
Fever, temperature's rising now
Power
(Oh, power)
Is the force, the vow
That makes it happen
It asks no questions why
(Ooh)

So get closer
(Closer now)
To my body now
Just love me
'Til you don't know how
(Ooh)

Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough
Keep on with the force, don't stop
Don't stop 'til you get enough

Touch me
And I feel on fire
Ain't nothing, ah
Like a love desire
(Ooh)

I'm melting
(I'm melting now)
Like hot candle wax
Sensation
(Aah, sensation)
Lovely where we're at
...

******* This Lyrics is NOT for Commercial use *******
(1409623229855)"
