Title,Artist,Top Genre,Year,Beats Per Minute (BPM),Energy,Danceability,Loudness,Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity Score,Lyrics
Will You Be There - Single Version,Michael Jackson,pop,2005,83,63,41,-7,8,44,220,51,7,53,"Hold me
Like the River Jordan
And I will then say to thee
You are my friend
Carry me
Like you are my brother
Love me like a mother
Will you be there?

Weary, tell me will you hold me?
When wrong, will you scold me?
When lost will you find me?
But they told me
A man should be faithful
And walk when not able
And fight 'til the end, but I'm only human

Everyone's taking control of me
...

******* This Lyrics is NOT for Commercial use *******"
Cambodia,Kim Wilde,dance pop,2006,111,57,70,-8,11,71,236,1,3,51,"Well he was Thailand based
She was an airforce wife
He used to fly weekends
It was the easy life
But then it turned around
And things began to change
She didn't wonder then
She didn't think it strange
But then he got a call
He had to leave that night
He couldn't say too much
But it would be alright
He didn't need to pack
They'd meet the next night
He had a job to do
Flying to Cambodia

...

******* This Lyrics is NOT for Commercial use *******"
Back To Black,Amy Winehouse,british soul,2006,123,73,49,-3,10,34,240,12,4,77,"He left no time to regret
Kept his dick wet
With his same old safe bet
Me and my head high
And my tears dry
Get on without my guy

You went back to what you knew
So far removed
From all that we went through
And I tread a troubled track
My odds are stacked
I'll go back to black

We only said goodbye with words
I died a hundred times
You go back to her
And I go back to
...

******* This Lyrics is NOT for Commercial use *******"
Rain Down on Me,Kane,dutch pop,2003,133,88,46,-3,11,33,247,0,6,47,"I've been running through this town
I've been combing every street
I've been searching for the reason within reasons
Been searching for the higher ground in me

And I've been trying to surrender
To trust in every word
All my days of misery
Someone could have taken them from me

I've been searching for myself
For oh so many times
I've been searching for the answer within answers
But no one seems to know what's on my mind

Craving for her love
Aching for her touch
...

******* This Lyrics is NOT for Commercial use *******"
Denis,Blondie,candy pop,2006,139,77,53,-7,6,86,139,0,5,42,"As I said before, this is the pop section of our show tonight here
And this was our, uh, big pop single in England

Oh Denis, ooh-be-do, I'm in love with you
Denis, ooh-be-do, I'm in love with you
Denis, ooh-be-do, I'm in love with you

Denis, Denis, oh with your eyes so blue
Denis, Denis, I've got a crush on you
Denis, Denis, I'm so in love with you

Oh when we walk it always feels so nice
And when we talk, it seems like paradise
Denis, Denis, I'm so in love with you
...

******* This Lyrics is NOT for Commercial use *******"
Hometown Glory,Adele,british soul,2008,123,34,45,-9,10,21,269,96,4,59,"I've been walking in the same way as I did
Missing all the cracks in the pavement
And tutting my heel and strutting my feet
Is there anything I can do for you, dear?
Is there anyone I could call?
No and thank you, please Madam
I ain't lost, just wandering

'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
...

******* This Lyrics is NOT for Commercial use *******"
I Still Cry,Ilse DeLange,dutch americana,2000,98,35,54,-9,13,16,274,32,3,30,"I'm making flowers out of paper
While darkness takes the afternoon
I know that they won't last forever
But real ones fade away to soon

I still cry sometimes when I remember you
I still cry sometimes when I hear your name
I said goodbye and I know you're allright now
...

******* This Lyrics is NOT for Commercial use *******"
Slow Dancing in a Burning Room,John Mayer,neo mellow,2006,134,36,67,-9,8,29,242,57,3,76,"It's not a silly little moment
It's not the storm before the calm
This is the deep and dying breath of
This love that we've been working on

Can't seem to hold you like I want to
So I can feel you in my arms
Nobody's gonna come and save you
We pulled too many false alarms

We're going down
And you can see it too
We're going down
And you know that we're doomed
My dear
We're slow dancing in a burning room

I was the one you always dreamed of
...

******* This Lyrics is NOT for Commercial use *******"
Empire State Of Mind,JAY-Z,east coast hip hop,2009,174,96,49,-2,46,81,277,3,39,77,"Yeah

Yeah, I'm out that Brooklyn, now I'm down in Tribeca
Right next to De Niro, but I'll be hood forever
I'm the new Sinatra, and since I made it here
I can make it anywhere, yeah, they love me everywhere

I used to cop in Harlem, hola, my Dominicanos (dimelo!)
Right there up on Broadway, brought me back to that McDonald's
Took it to my stash spot, 560 State Street
Catch me in the kitchen like the Simmons whippin' pastry

Cruising down 8th Street, off-white Lexus
Driving so slow but BK is from Texas
Me? I'm out that Bed-Stuy, home of that boy Biggie
Now I live on Billboard and I brought my boys with me

Say what up to Ty Ty, still sippin' Mai Tais
Sittin' courtside Knicks and Nets give me high fives
Nigga, I be spiked out, I could trip a referee
Tell by my attitude that I most definitely from

In New York
Concrete jungle where dreams are made of
There's nothing you can't do
Now you're in New York
These streets will make you feel brand new
Big lights will inspire you
Let's hear it for New York, New York, New York

Catch me at the X with OG at a Yankee game
Shit, I made the Yankee hat more famous than a Yankee can
You should know I bleed blue, but I ain't a Crip though
But I got a gang of niggas walkin' with my clique though
...

******* This Lyrics is NOT for Commercial use *******"
Teardrops,Womack & Womack,disco,2001,133,72,87,-10,18,97,229,9,5,61,"Whenever I hear goodbyes
Reminds me baby of you
I break down and cry
The next time I'll be true, yeah
Fever for lost romance
Reminds me baby of you
I took a crazy chance
The next time I'll be true
I'll be true, I'll be true

Footsteps on the dance floor
Reminds me baby of you
Teardrops in my eyes
Next time I'll be true, yeah
Whispers in the powder room
She cries on every tune
Every tune, every tune

And the music
Don't feel like it did
When I felt it with you
Nothing that I do or feel
Ever feels like I felt it with you

When I'm dancing 'round
...

******* This Lyrics is NOT for Commercial use *******"
Snow (Hey Oh),Red Hot Chili Peppers,alternative rock,2006,105,90,43,-4,12,60,335,12,5,80,"Come to decide that the things that I tried
Were in my life just to get high on
When I sit alone, come get a little known
But I need more than myself this time
Step from the road to the sea, to the sky
And I do believe that we rely on
When I lay it on, come get to play it on
All my life to sacrifice

Hey oh
Listen what I say, oh

I got your hey oh
Now listen what I say, oh, oh

When will I know that I really can't go
To the well once more – time to decide on
When it's killing me, when will I really see
All that I need to look inside

Come to believe that I better not leave
Before I get my chance to ride
When it's killing me, what do I really need?
All that I need to look inside

Hey oh
Listen what I say, oh
Come back and hey oh
Look at what I say, oh

...

******* This Lyrics is NOT for Commercial use *******"
I Don't Wanna Hurt,Anouk,dutch indie,2007,79,48,48,-7,10,22,213,60,3,46,"We're breaking things we can't repair
But none of us will take the blame
No, nothing can be done this time
All the memories that we've made
I threw them all away
There's no need to talk it over

Don't let me get you down
Let's just move on
I am setting you free

'Cause I don't wanna hurt no more
No, I don't wanna make you
Go through one more rainy day
No, I don't wanna hurt no more

Strange enough, I always knew
I'm taking off today
...

******* This Lyrics is NOT for Commercial use *******"
All Night Long (All Night) - Single Version,Lionel Richie,adult standards,2003,109,58,74,-12,5,78,260,12,5,64,"Da Da
Woah oh oh oh

Well, my friends, the time has come
To raise the roof and have some fun
Throw away the work to be done
Let the music play on (Play on, play on, play on)
Everybody sing, everybody dance
Lose yourself in wild romance

We're going to Party, Karamu, Fiesta, forever
Come on and sing along
We're going to Party, Karamu, Fiesta, forever
Come on and sing along

All night long (All night), All night (All night)
All night long (All night), All night (All night)
All night long (All night), All night (All night)
All night long (All night), Ooh, yeah (all night)

People dancing all in the street
See the rhythm all in their feet
Life is good, wild and sweet
Let the music play on (Play on, play on, play on)
...

******* This Lyrics is NOT for Commercial use *******"
Can't Stop Loving You - 2016 Remaster,Phil Collins,mellow gold,2002,100,78,60,-6,11,42,256,1,3,62,"So you're leavin'
In the mornin'
On the early train
Well, I could say everything's all right
And I could pretend and say goodbye

Got your ticket
Got your suitcase
Got your leaving smile
Though I could say that's the way it goes
And I could pretend you won't know
That I was lying

'Cause I can't stop loving you
No, I can't stop loving you
No, I won't stop loving you
Why should I?

We took a taxi
To the station
...

******* This Lyrics is NOT for Commercial use *******"
City Of Blinding Lights,U2,irish rock,2004,139,77,44,-4,11,20,346,0,3,60,"The more you see, the less you know
The less you find out as you go
I knew much more then
Than I do now

Neon-heart, day-glow eyes
A city lit by fireflies
They're advertising in the skies
For people like us

And I miss you when you're not around
I'm getting ready to leave the ground

Oh, you look so beautiful tonight
In the city of blinding lights
...

******* This Lyrics is NOT for Commercial use *******"
Munich,Editors,alternative dance,2005,149,88,18,-4,32,39,226,0,5,61,"I'm so glad I've found this
I'm so glad I did
I'm so glad I've found this
I'm so glad I did

People are fragile things, you should know by now
Be careful what you put them through
People are fragile things, you should know by now
You'll speak when you're spoken to

It breaks when you don't force it
It breaks when you don't try
...

******* This Lyrics is NOT for Commercial use *******"
Hey Ya!,OutKast,atl hip hop,2003,80,97,73,-2,18,97,235,10,7,79,"One, two, three, uh!

My baby don't mess around
Because she loves me so, and this I know for sure (uh)
But does she really wanna
But can't stand to see me walk out the door? (Uh)
Don't try to fight the feeling
'Cause the thought alone is killing me right now (uh)
Thank God for Mom and Dad
For sticking two together 'cause we don't know how (c'mon)

Hey ya! Hey ya!
Hey ya! Hey ya!
Hey ya! Hey ya!
Hey ya! Hey ya!

You think you've got it, oh, you think you've got it
But ""got it"" just don't get it till there's nothing at all (uh!)
We get together, oh, we get together
But separate's always better when there's feelings involved (uh)
If what they say is, ""Nothing is forever""
Then what makes, then what makes, then what makes
Then what makes, what makes, what makes love the exception?
So why oh, why oh, why oh, why oh, why oh
...

******* This Lyrics is NOT for Commercial use *******"
There Must Be an Angel (Playing with My Heart),Eurythmics,dance pop,2005,112,78,58,-5,8,60,281,28,4,40,"No one on earth could feel like this
I'm thrown and overblown with bliss
There must be an angel
Playing with my heart, yeah

I walk into an empty room
And suddenly my heart goes ""Boom""
It's an orchestra of angels
And they're playing with my heart, yeah

Must be talking to an angel
Must be talking to an angel
Must be talking to an angel

Must be talking to an angel
Must be talking to an angel
Must be talking to an angel

Must be talking to an angel
Must be talking to an angel
...

******* This Lyrics is NOT for Commercial use *******"
Lady Jane - (Original Single Mono Version),The Rolling Stones,album rock,2004,205,47,38,-12,9,31,190,34,5,34,"My sweeet lady Jane
When I see you again
Your servant am I
And will humbly remain
Just heed this plea, my love
On bended knee my love
I pledge myself to lady Jane

...

******* This Lyrics is NOT for Commercial use *******"
Go Like Elijah,Chi Coltrane,alternative pop rock,2009,134,88,63,-5,17,49,242,4,4,40,"Go Like Elijah

Someday my time to die will come
When that will be, I do not know
I only know that when I have to go
Yeah, when I go, I wanna go

Just let me go, Lord, when I go
I want to go like Elijah when I go
I want to rise right up to the sky
And ride white roses with fiery eyes
Lord for my sins I apologize
...

******* This Lyrics is NOT for Commercial use *******"
Chop Suey!,System Of A Down,alternative metal,2001,127,93,42,-4,13,29,210,0,12,80,"Wake up (wake up)
Grab a brush and put a little make-up
Hide the scars to fade away the shake-up (hide the scars to fade away the-)
Why'd you leave the keys upon the table?
Here you go create another fable, you wanted to
Grab a brush and put a little make-up, you wanted to
Hide the scars to fade away the shake-up, you wanted to
Why'd you leave the keys upon the table? You wanted to

I don't think you trust
In my self-righteous suicide
I cry when angels deserve to die

Wake up (wake up)
Grab a brush and put a little make-up
...

******* This Lyrics is NOT for Commercial use *******"
Black or White - Single Version,Michael Jackson,pop,2005,115,89,74,-4,9,96,203,8,5,64,"Aaow!

Aaow!

I took my baby on a Saturday bang
Boy, is that girl with you?
Yes, we're one and the same
Now I believe in miracles
And a miracle has happened tonight
Hee!

But, if you're thinking about my baby
It don't matter if you're black or white
Ooh!

They print my message in the Saturday sun
I had to tell 'em I ain't second to none
And I told 'em about equality
And it's true, either you're wrong or you're right
Hoo!

But, if you're thinking about my baby
It don't matter if you're black or white
Hoo!
...

******* This Lyrics is NOT for Commercial use *******"
Shut Your Eyes,Snow Patrol,irish rock,2006,125,74,69,-6,8,84,197,15,3,42,"Shut your eyes and think of somewhere
Somewhere cold and caked in snow
By the fire, we break the quiet
Learn to wear each other well

And when the worrying starts to hurt
And the world feels like graves of dirt
Just close your eyes until
You can imagine this place, yeah, our secret space at will

Shut your eyes, I'll spin the big chair
...

******* This Lyrics is NOT for Commercial use *******"
Ironic,Alanis Morissette,alternative rock,2005,171,64,46,-6,19,29,229,25,6,62,"An old man turned ninety-eight
He won the lottery and died the next day
It's a black fly in your Chardonnay
It's a death row pardon two minutes too late
And isn't it ironic... don't you think

It's like rain on your wedding day
It's a free ride when you've already paid
It's the good advice that you just didn't take
And who would've thought... it figures

Mr. Play It Safe was afraid to fly
He packed his suitcase and kissed his kids goodbye
He waited his whole damn life to take that flight
And as the plane crashed down he thought
...

******* This Lyrics is NOT for Commercial use *******"
I Bet You Look Good On The Dancefloor,Arctic Monkeys,garage rock,2006,103,95,54,-4,38,78,174,0,4,58,"Stop making the eyes at me
I'll stop making my eyes at you
What it is that surprises me is
That I don't really want you to

And your shoulders are frozen (As cold as the night)
Oh, but you're an explosion (You're dynamite)
Your name isn't Rio, but I don't care for sand
And lighting the fuse
Might result in a bang, b-b-bang-go

I bet that you look good on the dance floor
I don't know if you're looking for romance or
I don't know what you're looking for
I said, I bet that you look good on the dance floor
...

******* This Lyrics is NOT for Commercial use *******"
Vogue,Madonna,dance pop,2009,116,88,74,-6,42,33,317,0,4,66,"Strike a pose
Strike a pose
Vogue, vogue, vogue
Vogue, vogue, vogue

Look around everywhere you turn is heartache
It's everywhere that you go (look around)
You try everything you can to escape
The pain of life that you know (life that you know)

When all else fails and you long to be
Something better than you are today
I know a place where you can get away
It's called a dance floor, and here's what it's for, so

Come on, vogue
Let your body move to the music (move to the music)
Hey, hey, hey
Come on, vogue
Let your body go with the flow (go with the flow)
You know you can do it

All you need is your own imagination
So use it that's what it's for (that's what it's for)
Go inside, for your finest inspiration
Your dreams will open the door (open up the door)

It makes no difference if you're black or white
If you're a boy or a girl
...

******* This Lyrics is NOT for Commercial use *******"
Dyna-Mite,Mud,classic uk pop,2005,141,92,58,-5,20,77,177,0,6,40,"Nobody knew her name,
She turned up just the same.
There was a knock on the door,
A bump on the floor,
And the party turned insane.
She called out her na-a-a-me
Then she walked in looking like dynamite,
She said now come along boogaloo through the night.
And by the way she's moving well dynamite,
Light you up with all she's got.
She's got the whole town lighting up dynamite
Nobody quite knows what to do wrong or right
...

******* This Lyrics is NOT for Commercial use *******"
Right Next Door (Because Of Me),Robert Cray,blues,2002,87,65,61,-8,5,79,259,23,5,52,"I can hear the couple fighting right next door
Angry words sound clear through these thin walls
Around midnight I heard him shout ""unfaithful woman""
And I knew right then the axe was gonna to fall

It's because of me, it's because of me
Because of me, it's because of me

I heard him shout ""Who is he?"", she mumbled low
He said ""Baby don't you lie to me no more!""
And I'm listening through these thin walls in silent shame
As she called out my name I was right next door
...

******* This Lyrics is NOT for Commercial use *******"
Like a Prayer,Madonna,dance pop,2009,111,84,62,-5,18,26,343,26,4,71,"Life is a mystery
Everyone must stand alone
I hear you call my name
And it feels like home

When you call my name, it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour, I can feel your power
Just like a prayer, you know I'll take you there

I hear your voice
It's like an angel sighin'
I have no choice
I hear your voice
Feels like flying

I close my eyes
Oh God I think I'm fallin'
Out of the sky
I close my eyes
Heaven help me

When you call my name, it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour, I can feel your power
Just like a prayer, you know I'll take you there

Like a child
You whisper softly to me
...

******* This Lyrics is NOT for Commercial use *******"
Blue Hotel,Chris Isaak,mellow gold,2006,149,81,52,-4,12,53,192,0,3,42,"Blue hotel on a lonely highway
Blue hotel life don't work out my way

Blue hotel on a lonely highway
Blue hotel life don't work out my way
I wait alone each lonely night
...

******* This Lyrics is NOT for Commercial use *******"
Dear Mr. President,P!nk,dance pop,2009,128,30,48,-9,11,30,281,85,4,43,"Dear Mr. President
Come take a walk with me
(Come take a walk with me)

Let's pretend we're just two people and
You're not better than me
I'd like to ask you some questions if we can speak honestly

What do you feel when you see all the homeless on the street?
Who do you pray for at night before you go to sleep?
What do you feel when you look in the mirror?
Are you proud?

How do you sleep while the rest of us cry?
How do you dream when a mother has no chance to say goodbye?
How do you walk with your head held high?
Can you even look me in the eye
And tell me why?

...

******* This Lyrics is NOT for Commercial use *******"
Lady Madonna - Remastered 2015,The Beatles,british invasion,2000,110,78,65,-5,22,57,137,14,3,63,"Lady Madonna, children at your feet
Wonder how you manage to make ends meet
Who finds the money when you pay the rent
Did you think that money was heaven sent?

Friday night arrives without a suitcase
Sunday morning creeping like a nun
Monday's child has learned to tie his bootlace
...

******* This Lyrics is NOT for Commercial use *******"
Both Sides Now,Joni Mitchell,canadian folk,2000,78,14,26,-14,10,14,345,87,3,65,"Rows and flows of angel hair
And ice cream castles in the air
And feather canyons everywhere,
I've looked at clouds that way.

But now they only block the sun,
They rain and they snow on everyone
So many things I would have done,
But clouds got in my way.

I've looked at clouds from both sides now
From up and down and still somehow
It's cloud illusions I recall
I really don't know clouds at all

Moons and Junes and Ferris wheels,
The dizzy dancing way that you feel
As every fairy tale comes real,
...

******* This Lyrics is NOT for Commercial use *******"
God Is a DJ,Faithless,big beat,2005,131,90,61,-7,17,39,209,18,4,57,"This is my church
This is where I heal my hurts
It's in the world I've become
Contained in the hum between voice and drum
It's in change

The poetic justice of cause and effect
...

******* This Lyrics is NOT for Commercial use *******"
We Can Work It Out - Remastered 2015,The Beatles,british invasion,2000,106,68,38,-9,18,65,136,6,3,63,"Try to see it my way
Do I have to keep on talking 'til I can't go on?
While you see it your way
Run the risk of knowing that our love may soon be gone
We can work it out
We can work it out

Think of what you're saying
You can get it wrong and still you think that it's all right
Think of what I'm saying
We can work it out, and get it straight or say good night
We can work it out
We can work it out
...

******* This Lyrics is NOT for Commercial use *******"
Superstition - Single Version,Stevie Wonder,adult standards,2002,100,63,63,-12,4,87,245,4,7,77,"Very superstitious writings on the wall
Very superstitious, ladders 'bout to fall
Thirteen-month-old baby, broke the looking glass
Seven years of bad luck, the good things in your past

When you believe in things that you don't understand
Then we suffer
Superstition ain't the way

...

******* This Lyrics is NOT for Commercial use *******"
Stuck In The Middle With You,Stealers Wheel,classic rock,2009,124,56,80,-10,6,96,204,9,4,72,"Well I don't know why I came here tonight
I've got the feeling that something ain't right
I'm so scared in case I fall off my chair
And I'm wondering how I'll get down the stairs

Clowns to the left of me
Jokers to the right
Here I am stuck in the middle with you

Yes I'm stuck in the middle with you
And I'm wondering what it is I should do
It's so hard to keep this smile from my face
Losing control, yeah I'm all over the place

Clowns to the left of me
Jokers to the right
Here I am stuck in the middle with you
When you started off with nothing
...

******* This Lyrics is NOT for Commercial use *******"
Violet Hill,Coldplay,permanent wave,2008,76,58,35,-8,12,11,223,6,4,61,"Was a long and dark December, from the rooftops, I remember
There was snow, white snow
Clearly, I remember from the windows they were watching
While we froze down below
When the future's architectured by a carnival of idiots on show
You'd better lie low

If you love me, won't you let me know?

Was a long and dark December, when the banks became cathedrals
...

******* This Lyrics is NOT for Commercial use *******"
Dog Days Are Over,Florence + The Machine,art pop,2009,150,81,49,-5,12,25,252,4,8,69,"Happiness hit her like a train on a track
Coming towards her stuck still no turning back
She hid around corners and she hid under beds
She killed it with kisses and from it she fled
With every bubble she sank with her drink
And washed it away down the kitchen sink

The dog days are over
The dog days are done
The horses are coming
So you better run

Run fast for your mother, run fast for your father
Run for your children, for your sisters and brothers
Leave all your love and your longing behind
...

******* This Lyrics is NOT for Commercial use *******"
An End Has a Start,Editors,alternative dance,2007,150,92,35,-2,34,54,226,0,5,53,"I don't think that it's
Gonna rain again today
There's a devil at your side
But an angel on her way

Someone hit the light
'Cause there's more here to be seen
When you caught my eye
I saw everywhere I'd been
And wanna go to

You came on your own
That's how you'll leave
With hope in your hands
And air to breathe

I won't disappoint you
As you fall apart
Some things should be simple
Even an end has a start
...

******* This Lyrics is NOT for Commercial use *******"
Lost!,Coldplay,permanent wave,2008,87,78,36,-8,38,58,236,1,4,53,"When I counted up my demons
Saw there was one for every day
With the good ones on my shoulders
I drove the other ones away

So, if you ever feel neglected
And if you think that all is lost
I'll be counting up my demons, yeah
Hoping everything's not lost

When you thought that it was over
You could feel it all around
Everybody's out to get you
Don't you let it drag you down

'Cause if you ever feel neglected
If you think that all is lost
I'll be counting up my demons, yeah
Hoping everything's not lost

If you ever feel neglected
If you think that all is lost
I'll be counting up my demons, yeah
...

******* This Lyrics is NOT for Commercial use *******"
What It Is,Mark Knopfler,classic rock,2000,122,67,63,-7,28,48,298,64,3,43,"The drinking dens are spilling out, there's staggering in the square
There's lads and lasses falling about and a crackling in the air
Down around the dungeon doors, the shelters and the queues
Everybody's looking for somebody's arms to fall into

It's what it is
It's what it is now

There's frost on the graves and the monuments but the taverns are warm in town
People curse the government and shovel hot food down
Lights are out in the city hall, the castle and the keep
The moon shines down upon it all, the legless and the sleepless

Cold on the tollgate
With the wagons creeping through
...

******* This Lyrics is NOT for Commercial use *******"
Behind Blue Eyes,Limp Bizkit,alternative metal,2003,120,49,60,-7,12,9,270,50,3,72,"No one knows what it's like
To be the bad man
To be the sad man
Behind blue eyes

And no one knows what it's like
To be hated
To be fated
To telling only lies

But my dreams they aren't this empty
As my conscience seems to be
I have hours, only lonely
My love is vengeance
That's never free

No one knows what it's like
To feel these feelings
Like I do
...

******* This Lyrics is NOT for Commercial use *******"
Mr. Bojangles - Single Version,Sammy Davis Jr.,adult standards,2002,117,18,54,-13,11,13,343,75,5,56,"I knew a man Bojangles and he'd dance for you
In worn out shoes
With silver hair, a ragged shirt, and baggy pants
The old soft shoe
He jumped so high, jumped so high
Then he lightly touched down

I met him in a cell in New Orleans I was down and out
He looked to me to be the eyes of age
As he spoke right out
He talked of life, talked of life, he laughed clicked his heels and stepped
...

******* This Lyrics is NOT for Commercial use *******"
Unwritten,Natasha Bedingfield,dance pop,2004,100,80,71,-6,8,63,259,1,4,76,"I am unwritten
Can't read my mind, I'm undefined
I'm just beginning
The pen's in my hand, ending unplanned

Staring at the blank page before you
Open up the dirty window
Let the sun illuminate the words that you cannot find
Reaching for something in the distance
So close you can almost taste it
Release your inhibitions

Feel the rain on your skin
No one else can feel it for you
Only you can let it in
No one else, no one else
Can speak the words on your lips
Drench yourself in words unspoken
Live your life with arms wide open
Today is where your book begins
The rest is still unwritten, yeah
Oh, oh

I break tradition
Sometimes my tries, are outside the lines yeah, yeah
We've been conditioned to not make mistakes
But I can't live that way oh, oh

...

******* This Lyrics is NOT for Commercial use *******"
Resistance,Muse,modern rock,2009,135,77,47,-7,11,9,347,6,5,63,"Is our secret safe tonight?
And are we out of sight?
Or will our world come tumbling down?
Will they find our hiding place?
Is this our last embrace?
Or will the walls start caving in?

(It could be wrong, could be wrong) But it should have been right
(It could be wrong, could be wrong) To let our hearts ignite
(It could be wrong, could be wrong) Are we digging a hole?
(It could be wrong, could be wrong) This is out of control

(It could be wrong, could be wrong) It can never last
(It could be wrong, could be wrong) Must erase it fast
(It could be wrong, could be wrong) But it could have been right
(It could be wrong, could be)

...

******* This Lyrics is NOT for Commercial use *******"
Bedshaped,Keane,modern rock,2004,75,41,33,-7,10,7,276,61,3,41,"Many's the time I ran with you down
The rainy roads of our old town
Many the lives we lived in each day
And buried altogether

Don't laugh at me
Don't look away

You'll follow me back with the sun in your eyes
And on your own
Bedshaped
And legs of stone
You will knock on my door
And up, we'll go
In white light
I don't think so...
But what do I know?
...

******* This Lyrics is NOT for Commercial use *******"
You Oughta Know,Alanis Morissette,alternative rock,2005,105,86,64,-7,87,47,250,23,7,52,"I want you to know that I'm happy for you
I wish nothing but the best for you both
An older version of me, is she perverted like me?
Would she go down on you in a theatre?
Does she speak eloquently? And would she have your baby
I'm sure she'd make a really excellent mother

'Cause the love that you gave that we made
Wasn't able to make it enough for you to be open wide, no
And every time you speak her name
Does she know how you told me you'd hold me until you died
'Til you died, but you're still alive

And I'm here, to remind you
Of the mess you left when you went away
It's not fair, to deny me
Of the cross I bear that you gave to me
You, you, you oughta know

...

******* This Lyrics is NOT for Commercial use *******"
Stand My Ground,Within Temptation,dutch metal,2004,88,87,25,-4,12,13,268,5,5,56,"Stand my ground
Yesterday they sang so well
I know you can do it as well
Okay
Here we go

I can see you
When you stay low nothing happens
Does it feel right?
Late at night
Things I thought I'd put behind me
Haunt my mind

I just know there's no escape now
Once it sets it's eyes on you
But I won't run, have to stare it in the eyes

Stand my ground, I won't give in
No more denying
I've gotta face it

Won't close my eyes
And hide the truth inside
If I don't make it
Someone else will
...

******* This Lyrics is NOT for Commercial use *******"
Chasing Cars,Snow Patrol,irish rock,2006,104,59,56,-5,13,14,268,21,3,78,"We'll do it all
Everything
On our own

We don't need
Anything
Or anyone

If I lay here
If I just lay here
Would you lie with me and just forget the world?

I don't quite know
How to say
How I feel

Those three words
Are said too much
...

******* This Lyrics is NOT for Commercial use *******"
Dani California,Red Hot Chili Peppers,alternative rock,2006,96,91,56,-2,35,73,282,2,4,76,"Getting born in the state of Mississippi
Papa was a copper
And Mama was a hippie

In Alabama she would swing a hammer
Price you gotta pay when you break the panorama

She never knew that there was
Anything more than poor

What in the world does your
Company take me for

Black bandana sweet Louisiana
Robbin' a bank in the state of Indiana

She's a runner, rebel and a stunner
On her merry way sayin'
Baby watcha gonna

Looking down the barrel of a
Hot metal 45
Just another way to survive

California rest in peace
Simultaneous release
...

******* This Lyrics is NOT for Commercial use *******"
Unfinished Sympathy,Massive Attack,big beat,2006,114,89,59,-6,51,70,312,1,3,53,"I know that I've imagined love before
And how it could be with you

Really hurt me, baby, really cut me, baby
How can you have a day without a night?
You're the book that I have opened
And now I've got to know much more

The curiousness of your potential kiss
Has got my mind and body aching

Really hurt me, baby, really cut me, baby
...

******* This Lyrics is NOT for Commercial use *******"
You're Beautiful,James Blunt,neo mellow,2005,82,48,68,-10,9,45,209,63,3,76,"My life is brilliant.
My life is brilliant.
My love is pure.
I saw an angel.
Of that I'm sure.
She smiled me on the subway.
She was with another man.
But I won't lose no sleep on that,
'Cause I've got a plan.
You're beautiful, You're beautiful,
...

******* This Lyrics is NOT for Commercial use *******"
It's My Life,Bon Jovi,glam metal,2000,120,91,55,-4,35,54,224,3,5,77,"This ain't a song for the broken-hearted
No silent prayer for the faith-departed
I ain't gonna be just a face in the crowd
You're gonna hear my voice
When I shout it out loud

It's my life
It's now or never
I ain't gonna live forever
I just want to live while I'm alive
(It's my life)
My heart is like an open highway
Like Frankie said
I did it my way
I just wanna live while I'm alive
It's my life
This is for the ones who stood their ground
For Tommy and Gina who never backed down
...

******* This Lyrics is NOT for Commercial use *******"
Politik,Coldplay,permanent wave,2002,171,48,26,-8,11,7,319,4,3,62,"Look at Earth from outer space
Everyone must find a place
Give me time and give me space
Give me real, don't give me fake

Give me strength, reserve control
Give me heart and give me soul
Give me time, give us a kiss
And tell me your own politik

And open up your eyes
Open up your eyes
Open up your eyes
...

******* This Lyrics is NOT for Commercial use *******"
Sex on Fire,Kings of Leon,modern rock,2008,153,91,54,-6,14,37,203,0,5,79,"Lay where you're laying
Don't make a sound
I know they're watching
They're watching

All the commotion
The kiddie-like play
Has people talking
They're talking

You
Your sex is on fire

The dark of the alley
The breaking of day
Head while I'm driving
I'm driving

...

******* This Lyrics is NOT for Commercial use *******"
Somewhere Only We Know,Keane,modern rock,2004,172,66,45,-4,8,37,236,8,3,67,"I walked across an empty land
I knew the pathway like the back of my hand
I felt the earth beneath my feet
Sat by the river and it made me complete

Oh, simple thing, where have you gone?
I'm gettin' old, and I need something to rely on
So, tell me when you're gonna let me in
I'm gettin' tired, and I need somewhere to begin

I came across a fallen tree
I felt the branches of it looking at me
Is this the place we used to love?
Is this the place that I've been dreaming of?

Oh, simple thing, where have you gone?
...

******* This Lyrics is NOT for Commercial use *******"
Sunrise,Simply Red,british soul,2004,106,73,79,-5,10,94,200,0,3,55,"As I look into your eyes I see the sunrise
The light behind your face helps me realize
(Sunrise...)

We sleep and sometimes love until the moon shines
Maybe the next time I'll be yours and maybe you'll be mine
(Sunrise)

I don't know if it's even in your mind at all (It could be me)
At this moment in time, is it in your mind at all (It should be me)
(It could be me) (That's ingrained in your mind, your mind)
Forever
Forever

Wondering through life will love come home to you
...

******* This Lyrics is NOT for Commercial use *******"
