Title,Artist,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time signature,Chorus Hit,Sections,Target,Lyrics
Water Runs Dry,Boyz II Men,spotify:track:7yhmvQh1JOzbNiNFQo4Tfc,0.589,0.368,0,-12.979,1,0.0264,0.475,0,0.108,0.523,89.626,201400,4,32.73671,11,1,"We don't even talk anymore
And we don't even know what we argue about
Don't even say I love you no more
Saying how we feel is no longer allowed
Some people will work things out
And some just don't know how to change

Let's don't wait 'til the water runs dry
We might watch our whole life pass us by
Let's don't wait 'til the water runs dry
We'll make the biggest mistake of our lives
Don't do it, baby

Ooh, ooh, ooh, ooh
"
Possum Kingdom,Toadies,spotify:track:56SkdBKyR2zOkjk6wVFI9s,0.643,0.726,9,-9.314,1,0.0255,0.000772,0.00969,0.07,0.925,100.687,308333,4,26.44584,14,0,"Make up your mind
Decide to walk with me
Around the lake tonight
Around the lake tonight
By my side
By my side
I'm not gonna lie
I'll not be a gentleman
Behind the boathouse
I'll show you my dark secret

I'm not gonna lie
I want you for mine
My blushing bride
My lover, be my lover yeah

Don't be afraid
I didn't mean to scare you
So help me Jesus

I can promise you
You'll stay as beautiful
With dark hair
And soft skin
"
Ray Of Light,Madonna,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172,320693,4,35.78809,11,1,"Zephyr in the sky at night I wonder
Do my tears of mourning sink beneath the sun
She's got herself a universe gone quickly
For the call of thunder threatens everyone

And I feel like I just got home
And I feel
And I feel like I just got home
And I feel

Faster than the speeding light she's flying
Trying to remember where it all began
She's got herself a little piece of heaven
Waiting for the time when Earth shall be as one

"
Start a Fire,The Tiger Lillies,spotify:track:6nPBD7cfWXhmXPdDJVikMs,0.643,0.512,0,-7.308,1,0.309,0.743,1.29E-06,0.0816,0.656,129.348,136602,4,56.16952,6,0,"I like burning houses down, and factories as well.
I like burning anything, it's the truth I tell.
Libraries and museums, both of them have fell,
I like burning things, burning things is swell.

I would like to start it as a fashion trend,
Amongst the young people, then the world might end.
Wouldn't it be fun, to ring the funeral bell,
On our civilization, and watch it burn in Hell.

Start a fire, start a fire, start a fire today.
Burn it, burn it, burn it, burn it, burn it all away.
"
Everyday,Phil Collins,spotify:track:1TuC2upbvZ6Ae0VE4kj8dT,0.701,0.469,3,-9.63,1,0.0305,0.534,0.00105,0.121,0.384,94.699,343893,4,23.3007,13,1,"I got lost, couldn't find my way
And I guess there's nothin' more to say
Love can make you blind, make you act so strange
But I'm here and here I will stay

So everyday I cry
Yes everyday I fall
Do you ever wonder why, why I love everythin' about you?

But everyday I say, ""I'll try to make my heart be still""
'Til then every way there is to cry, ourselves to sleep we will

It picked me up, knocked me off my feet
I've got no way to explain
Still I love you, love you, love you but this fire inside
"
The Old Apartment,Barenaked Ladies,spotify:track:5HjviQMuDBIvcyNXJtka23,0.467,0.664,10,-10.189,1,0.0479,0.0448,0,0.365,0.642,159.858,209960,4,24.40251,10,1,"Broke into the old apartment
This is where we used to live
Broken glass, broke and hungry
Broken hearts and broken bones
This is where we used to live

Why did you paint the walls?
Why did you clean the floor?
Why did you plaster over the hole I punched in the door?
This is where we used to live

Why did you keep the mousetrap?
Why did you keep the dish-rack?
These things used to be mine
I guess they still are, I want 'em back

Broke into the old apartment
"
I'll Give All My Love To You,Keith Sweat,spotify:track:4L9VA69sfZKK5HAs5zP22I,0.62,0.514,8,-7.948,1,0.0417,0.431,0,0.148,0.453,140.062,269027,4,45.91015,10,1,"Let's do it y'all
Sing it baby
Get on up, yeah, yeah, whoa oh oh
My, my, my, my baby yeah
Yeah, yeah, yeah
Oh, oh I love you baby, yeah girl

I love you, and tonight I wanna take it real slow baby
I understand what you told me as if I, I didn't know whoa-oh girl
I always wanted someone just like you
I really need to hold, hold you
I'll give the world to you, oh my darling
You know I, I will, sing it, sing it, sing it baby

I will never do anything to hurt you (sing it for me yeah, yeah)
I'll give all my love to you (baby, baby, baby, baby, baby, baby yeah girl)
And if you need me baby, I'll come running (no ohh)
Only to you (ohh oh, ohh oh, ohh oh)
"
Sunny Came Home,Shawn Colvin,spotify:track:4mOxpj82q6n3EO7HBZCelX,0.554,0.58,11,-8.05,0,0.0322,0.344,0.00842,0.0989,0.402,167.83,264200,4,56.52934,10,1,"Sunny came home to her favorite room
Sunny sat down in the kitchen
She opened a book and a box of tools
Sunny came home with a mission

She says, ""Days go by, I'm hypnotized
I'm walking on a wire
I close my eyes and fly out of my mind
Into the fire""

Sunny came home with a list of names
She didn't believe in transcendence
""And it's time for a few small repairs"", she said
"
Just Between You And Me,Lou Gramm,spotify:track:1fMvhGvNGrumP5MKKDf61e,0.742,0.753,0,-5.782,1,0.0262,0.143,3.81E-05,0.123,0.878,121.519,290760,4,48.49339,13,1,"Staring at each other with accusing eyes
Keep our voices low and don't act surprised
If the word gets out, yeah, that's all right
I know you're just looking for some sympathy
But listen, you don't know how it gets back to me
You're getting reckless, girl, but that's all right
Now don't you know that one cold word's gonna lead to another
Then we'll have nowhere to go
Even if heaven and earth collide tonight
We'll be all alone in a different light
I don't care what the world can't see
It's just between you and me
You and me
I see telltale signs of a love in decline
Should be something to say but we don't take the time
And I don't understand, but that's all right
Now you can turn the page or you can tear me apart
Don't make an open book out of my private heart
"
Single White Female,Chely Wright,spotify:track:3rDYYPicaQbT2rcpdfqQF9,0.543,0.658,6,-8.091,1,0.0298,0.351,1.01E-06,0.0512,0.874,178.075,197880,4,34.42767,11,1,"I know that every morning you go thumbin'
Through the personal want ads

You grab the latest copy, a cup of coffee
And settle in for a good laugh
I've been trying to catch your eye but I'm so shy
I'm hopin' and prayin' that
Today's edition is gonna catch your attention
'Cause there's a
Single white female
Looking for that special lover

To put it in a nutshell
A one womsn man who doesn't want no other
Oh, you never can tell
She just might be your dream come true
A single white female
"
Fantastic Cat,Takako Minekawa,spotify:track:1B0Thx3eY7d6DCbiwiYHCK,0.781,0.684,8,-10.282,1,0.0402,0.175,0.105,0.116,0.978,131.255,238733,4,40.56149,11,0,"Fantastic cat
I am a cat and like a girl
Fantastic cat
I am a cat and like a girl
Hoo hoo hoo
I'm a fantastic cat

Fantastic cat
I love cute dresses and cute shoes
Fantastic cat
I wear a nice knee-length of jupe
Hoo hoo hoo
I'm a fantastic cat

I am a cat but got no tin tin tail
Put on a pinkly lip cream on funny face
But I'm a cat live in a candy canvas
And I am happy happy staying in here

"
Banned from the End of the World,Sleater-Kinney,spotify:track:2wNcifQ8dLME0Ib331ShpW,0.35,0.895,4,-2.947,1,0.0319,0.25,1.62E-06,0.232,0.696,174.183,128680,4,88.13754,4,0,"Banned from the end of the world
I've no millenial fear,
The future is here, it comes every year.
(If you want me there, I'll play forever dear
Open up the box a new life rushes out
Nasty little bug, much work to be done
Eat all the numbers up, we're 00 gone!)

"
Candy,Mandy Moore,spotify:track:2YhE6xeWN0R9RVwEOG9lR1,0.813,0.836,7,-4.23,1,0.0881,0.178,6.63E-05,0.154,0.677,100.491,234133,4,23.9433,7,1,"Give it to me
Ooh, oh
Yeah, yeah, yeah, yeah, yeah
Ooh, oh
Yeah, yeah, yeah, yeah

Give it to me
Ooh, oh
Yeah, yeah, yeah, yeah
Ooh, oh
Yeah, yeah, yeah, yeah
Give it to me

I'm so addicted to the loving that you're feeding to me (ooh)
Can't do without it
This feeling's got me weak in the knees (oh, baby, baby)
Body's in withdrawal, every time you take it away (ooh)
Can't you hear me calling? Begging you to come out and play
(Oh, yeah)

So baby, come to me (baby)
Show me who you are
Sweet to me
Like sugar to my heart (ooh, baby)
"
Whatcha Say?,The Kaisers,spotify:track:5nLNyVg3HxwCbejKO1ZiAi,0.175,0.967,10,-7.835,1,0.217,0.118,0.837,0.759,0.563,184.384,128800,4,44.64977,7,0,"Whatcha say?
"
Always Tomorrow,Gloria Estefan,spotify:track:6znQ8d94uFOfREB86KmgUw,0.472,0.37,6,-9.817,1,0.0304,0.322,0,0.167,0.244,131.528,290533,4,44.79475,13,1,"Always Tomorrow
---------------

(Gloria Estefan)

I've been alone inside myself for far too long
Never really wanted it that way but I let it happen
If I could do it all again my life would be
Infinitely better than before I wouldn't waste a moment
(I'd) Make time for laughing with my friend
Make love, make music, make amends
Try to make a difference try to love, try to understand
Instead of just giving up I'd use the power at my command

Chorus
------
'Cause there's Always Tomorrow to start over again
Things will never stay the same the only one sure thing
Is change
That's why there's Always Tomorrow

I guess it took a little time, for me to see
The reason I was born into this world and what I'd have
To go through.
For I've finally realized that I could be
Infinitely better than before definitely stronger
I'll face whatever comes my way
Savor each moment of the day
Love as many people as I can along the way.
Help somone who's giving up if it's just to raise
My eyes and pray.

Chorus
------

Bridge
------
Before your last setting sun
And everything your heart has longed for
Has yet to be (one)
Yes there's Always Tomorrow though people come and they go
But if you've brought some love to their lives
Then you've got something to show

ANYTHING FOR YOU
----------------

"
Fight It,Pennywise,spotify:track:70am8y3m0Knw9VTQRmVhGK,0.422,0.917,0,-4.903,1,0.0848,4.91E-05,1.34E-05,0.256,0.775,95.749,135227,4,32.12691,8,0,"Something's gone wrong today
What are we fighting for?
There's got to be something better
So finally we'll find a way

We've got to fight it, today
We've got to fight it, it won't go away
We've got to fight it, today
What are you fightin' for? Just make some noise, go away

We still have a chance today
"
The Dolphin's Cry,Live,spotify:track:6FPnecQDKOWSAKDKBAZ7ZG,0.342,0.792,5,-6.001,0,0.0391,0.000442,8.57E-06,0.142,0.431,149.744,264160,4,41.51147,10,1,"The way you're bathed in light
Reminds me of that night
God laid me down into your rose garden of trust
And I was swept away
With nothin' left to say
Some helpless fool, yeah
I was lost in a swoon of peace
You're all I need to find
So when the time is right
Come to me sweetly, come to me

Come to me

Love will lead us, alright
Love will lead us, she will lead us
Can you hear the dolphin's cry?
See the road rise up to meet us
It's in the air we breathe tonight
Love will lead us, she will lead us

Oh yeah, we meet again
It's like we never left
Time in between was just a dream
Did we leave this place?
This crazy fog surrounds me
You wrap your legs around me
All I can do to try and breathe
"
Artichoke,Cibo Matto,spotify:track:3SzIkNc3owNakhciXzVjjH,0.372,0.196,7,-16.532,1,0.0486,0.629,0.1,0.293,0.252,60.063,401747,4,67.55751,13,0,"My heart is like an artichoke
I eat petals myself one by one
Until I feel enough
Until I lose to laugh

When I end to eat the last one
I will tear my drops
I will lose my lips

"
Drag My Bad Name Down,The 4 Of Us,spotify:track:2WB0bws2PDLSSxcWzRLQel,0.596,0.934,0,-3.884,1,0.0391,0.0125,8.69E-05,0.94,0.488,101.013,271187,4,55.9682,10,1,"I've got fire for a heart
I'm not scared of the dark
You've never seen it look so easy
I got a river for a soul

And baby you're a boat
Baby you're my only reason
If I didn't have you there would be nothing left
The shell of a man who could never be his best
If I didn't have you, I'd never see the sun
You taught me how to be someone, yeah
All my life
You stood by me
When no one else was ever behind me

All these lights

They can't blind me
With your love, nobody can drag me down

All my life
You stood by me

When no one else was ever behind me
All these lights
"
Better Half,The Get Up Kids,spotify:track:6CIsCnMCwjOFWjsrFidwAr,0.384,0.611,7,-11.32,1,0.0296,0.103,0.264,0.143,0.433,146.502,204733,4,68.11234,9,0,"I saw my better half, the better half of a decade
Slip through my hands inside her hands inside my pockets
When she reached for her advantages
I should have done something

I saw my baby boy digging his own hole
Keepin' alive family traditions
When he lied about intentions
I, I should have done something
I should have done something
"
I Love The Way You Love Me,John Michael Montgomery,spotify:track:6MnDkyb3VstTCT9ELxjfeE,0.447,0.319,8,-10.732,1,0.0264,0.63,1.35E-06,0.106,0.246,162.109,241307,4,31.43466,12,1,"I like the feel of your name on my lips
And I like the sound of your sweet gentle kiss
The way that your fingers run through my hair
And how your scent lingers even when you're not there

And I like the way your eyes dance when you laugh
And how you enjoy your two-hour bath
And how you convinced me to dance in the rain
With everyone watching like we were insane

But I love the way you love me
Strong and wild, slow and easy
"
Sight of You,Pale Saints,spotify:track:2XMwak0QKaukNo502mcufY,0.469,0.458,7,-13.583,1,0.0388,0.102,0.236,0.0908,0.107,123.932,337600,4,22.45599,13,0,"The sight of you
The sight of you
Makes me feel blue
Makes me feel blue
The things you said
The things you said
Make me feel bad
My heart is sad

I think of him
I think of him
Soaked all in red
"
Ooh La La (I Can't Get Over You),Perfect Gentlemen,spotify:track:2obTnCmXErghJPwnXFw4tV,0.645,0.328,7,-11.329,0,0.0275,0.481,0,0.0812,0.296,136.433,286067,4,78.50853,11,1,"Ooh la la, ooh la la, I cant, can't get over you

I remember the day, it was oh so sad
She was the sweetest dearest friend I ever had
She could talk to me almost anytime
And at the end of my day I felt fine
Her mother broke the news to my heart
She said they're leaving and now I'm torn all apart
I think I'll never forget that day
And for you girl this is all I have to say

Ooh la la, ooh la la, I cant, can't get over you

I had a dream, me myself and I
You were my girl and of course I was your guy
"
White Pepper Ice Cream,Cibo Matto,spotify:track:4H7dhWVxXcd46tQCJz9j1V,0.579,0.374,6,-16.054,0,0.0444,0.00445,0.892,0.348,0.401,164.28,310000,4,70.88173,9,0,"White pepper ice cream
It's like a line drawing
It snipped my heart
White pepper ice cream

In my mouth
It sting my lips
It's like eclipse
As I'm in the crossword puzzle
But I can't fill in the blank

White pepper ice cream
Sweet or spicy?
"
Barefoot Rock,The Blasters,spotify:track:4KT8yavsqeMqMF6vVLQIKs,0.418,0.745,4,-7.389,1,0.0667,0.128,0,0.191,0.976,194.767,141173,4,50.04147,7,0,"I been walkin' all night down the railroad track
Wonderin' if my baby 'll be comin' back
Howling like a monkey in a coconut tree
I'm so shook up, I got the heebie jeebies

My head goin' 'round like a spinnin' top
I wanna sit down, but I just can't stop
When I get home, I'm gonna pull off my shoes
Get on the floor and dance away my blues

"
One More Try,Timmy T.,spotify:track:2drQ6wg2hdl6RDslarifh8,0.641,0.573,9,-9.198,1,0.0485,0.191,0,0.317,0.5,149.826,209427,5,38.54258,11,1,"It's been a long time since you left me
I didn't mean to make you cry
I didn't mean to disappoint you
I didn't mean to tell you lies

And after all that we have been through
Won't you let me tell you why

One more try, I didn't know how much I loved you
One more try, let me put my arms around you
Living all these lonely nights without you
Oh baby, can we give it one more try

"
Almost Hear You Sigh,The Rolling Stones,spotify:track:2r41JRUZ5Cjcx98ARVI0vo,0.648,0.815,1,-5.391,0,0.0232,0.275,0.000193,0.076,0.759,102.259,277467,4,57.75914,12,1,"I can almost hear you sigh

I can almost hear you cry
On every crowded street
All the places we would meet
What'll I do without ya

They say that life goes on
I'm feelin' sorry for myself
Can't believe you're gone
And you acted much too calm

You turned on all the charm
You had a cold look in your eyes
Ooh ooh ooh

And I feel your tongue on mine
Hmm, silky smooth like wine
"
My Side Of The Bed,Susanna Hoffs,spotify:track:4bYKBEeblMr5KLOEMD7OHu,0.585,0.667,2,-7.23,1,0.0317,0.301,1.02E-05,0.0486,0.574,113.096,208360,4,42.69424,11,1,"I want to show you the picture I drew
When I was on the phone talking to you
I made a heart and I colored it red
'Cause I want you here on my side of the bed
I've been dreaming since I was born

And in my dreams, I see eyes like yours
I'll be the pillow where you lay your head, lay your head

If you'll come and sleep on my side of the bed
Lay down
The sheets are white like the moon, my love
Dream with me in my room
Lay down

- Instrumental -
Lay down
The sheets are white like the moon, my love
Dream with me in my room

Lay down
I know you hurt, I feel the pain
Take my hand and come out of the rain
We all need to be comforted
"
Too Hot,Loverboy,spotify:track:5Q1Q2GdMdVdXbo4WgJs3Cc,0.506,0.827,4,-8.788,0,0.0341,0.000214,0.0027,0.0937,0.687,126.815,263867,4,32.65323,12,1,"Ow! Ow! Ow!

Oh yeah, yeah yeah!

Oh"
East 1999,Bone Thugs-N-Harmony,spotify:track:55RXcZ0Mpwt97vj2Angnn1,0.878,0.607,11,-9.032,0,0.149,0.0748,0,0.659,0.735,129.472,261773,4,48.71616,12,1,"East 1999, my niggas!
Thinkin' 'bout back in the days, when the year was '89
Little nigga on the grind, gotta get mine, doin' my crime
With two in here, steady stackin' my ends
Put my serve down on the Clair 9-9
Hittin' up the Graveyard Shift with Real
Little Will, Big Wally, and Wish Bone
Little Wally High Rollerz, and he wonder why niggas so strong
Krayzie Bone, stack, Rod Jay, much love
Kept a nigga on his toes in the game
It's an everyday thang, when you let your nuts hang
Gotta make a grand at least daily, man
Them Cleveland hustlers, never no busters, thug to the heart
We niggas from the land fool, and the old school
Just serve out your sentence and be cool
Fuckin' with Trues, rest in peace
Little nigga RIPsta, stress that Bone love
Smokin' on bud, 'cause a nigga Mo Thug
Callin' up my niggas when it's time to nut up
In the 9-9, niggas gonna drop to the number one
With your gun, so run, run
Cleveland is the city where a nigga come from
Slangin' them dum-dums

Niggas it's goin' down, up in the C-Town
Get 'em up with the thug (thug) and that nigga with the bud (bud)
Get the fifth of Rose, but the liquor store closed and I'm all out the forty, raise up, nigga
Burn up the buddah, smoke it all up nigga, don't stiff on the reefer
Mo runnin' up outta the cut with this fresh sack of hydro, and this shit is creeper
Peep the street, bust again on Double Glock-glock with-ah-me rocks
Cops sweatin' me block
Copper better drop when the gunshot pop, blood, dumpin' the body and the bullshit stop
Whenever the trouble knocks with the po-po, niggas roll solo, split up, and swerve
Krayzie take caution, take all my llello and tossed it
See none when they roll to the curb
"
Never Too Busy,Kenny Lattimore,spotify:track:0usjZV6Bed30idVp5a1Ju1,0.761,0.423,4,-10.152,0,0.0694,0.0953,0.00166,0.0872,0.75,167.973,331813,4,33.95836,15,1,"Never too busy
I'm never too busy for you, babe
Never too busy, no

I've got things on my mind
I'm not too busy for you, I'm not too busy
If you're feeling alone
I'm not too busy for you, I'm not too busy

Girl, when we first started
We were spending all our time together in love
Now we're growing on
And you're afraid of losing me, don't be

I've got a heart full of love even though I might not show it
Girl it's you I dream of and just so you know it
You have my attention, anything you need at all
I'll be there when you call me

I've got things on my mind, takin' my time, but I'm
I'm not too busy for you, I'm not too busy
If you're feeling alone, just pick up the phone, 'cause I
I'm not too busy for you, I'm not too busy
"
Start The Car,Jude Cole,spotify:track:5k6LZE2GHmChX0UeKiKjvl,0.691,0.731,4,-10.446,0,0.0343,0.21,0.000415,0.194,0.743,109.862,306840,4,71.74129,10,1,"Yeah, yeah, uh-huh
Well I'm tired of the pressure
So tired of the pace
Just wanna grab you baby
And get out of this place
I got no chance of making it
Working downtown
Just walking slow and talking low
And tired of going down, down, down
Start the car, we gotta move
This ain't no living, this ain't no groove
It's been a long hard road
Come on baby (ooh baby)
Let's drive it home
Start the car
We started out for paradise
But this ain't no promised land
"
Thinkin' Problem,David Ball,spotify:track:7zE9E6iBKPCwCW6orDoY4X,0.765,0.573,0,-11.243,1,0.0324,0.138,1.92E-05,0.221,0.74,110.434,181133,4,61.2397,9,1,"Yes, I admit
I've got a thinkin' problem
She's always on my mind
Her memory goes round and round
I've tried to quit a thousand times

Yes, I admit
I've got a thinkin' problem
Fill the glass up to the top
I'll start with loving her
But I don't know when to stop

I wake up and right away
Her name is on my lips
Once the memories start to flow
I can't stop with just one sip
"
When I See You Smile,Bad English,spotify:track:0tKjVEJlX3IZ5L1rEJc5hh,0.495,0.609,7,-9.902,1,0.0339,0.42,0,0.187,0.33,135.671,257440,4,35.87782,12,1,"Sometimes I wonder
How I'd ever make it through
Through this world without having you
I just wouldn't have a clue

'Cause sometimes it seems
Like this world's closing in on me
And there's no way of breaking free
And then I see you reach for me

Sometimes I wanna give up
I wanna give in
I wanna quit the fight
And then I see you, baby
And everything's alright
Everything's alright

When I see you smile
I can face the world, oh
You know I can do anything
When I see you smile
I see a ray of light, oh
"
Will the Circle Be Unbroken,The Country Gentlemen,spotify:track:1iegAv7A2EjSBoCasVutVP,0.464,0.214,9,-13.957,1,0.0328,0.892,9.86E-05,0.0928,0.464,96.481,175267,4,28.692,9,0,"I was standing by my window,
On one cold and cloudy day
When I saw that hearse come rolling
For to carry my mother away

Will the circle be unbroken
By and by, lord, by and by
Theres a better home a-waiting
In the sky, lord, in the sky

I said to that undertaker
Undertaker please drive slow
For this lady you are carrying
Lord, I hate to see here go

Will the circle be unbroken
By and by, lord, by and by
Theres a better home a-waiting
"
Right Down To It,Damian Dame,spotify:track:31tcr4OcLi2TXE5u4Iwhjc,0.743,0.584,1,-11.274,0,0.0281,0.104,0,0.0755,0.818,91.914,294267,4,46.26699,12,1,"Baby, if I drive you crazy
Ain't nothin' personal about it
Girl, I'm just that way
See, baby, sometimes I'm shaky
But don't confuse, it don't cha lose it
'Cause it be that way

Oh, here lately I been thinkin', just a thinkin'
Thinkin' whatcha think of your guy
Somebody's tellin' you I don't care about you
Ain't a single word about it true

When it gets right down to it
I'm in love with you
And baby, you should know it by now
When it gets right down to it
I wanna get with you
And girl, I need your lovin' right now

Frankly, I'm not that crazy
I know a good thang when I got it
And I do give a damn
Lady, don't let 'em play me
Let it go through one ear out the other, baby
Stand by your man

Oh baby, don't you be influenced
By your girlfriends jockin' me on the side
"
Victim Of The Ghetto,The College Boyz,spotify:track:2AyAJNVtUHCXkou7N28nLN,0.662,0.819,1,-4.869,1,0.261,0.0302,0,0.218,0.675,178.393,291632,4,28.40081,13,1,"You know, Tone
It really ain't that bad
Once you understand
The science of this shit

College Boyz coming to you
For the year 2000
Covering all sectors
Of the universe

Creep through the hood
With my drop top
Gangstas on the sidelines
Throwing up nothing
But a peace sign

Brothers on the curb
With the herb
Levis, knee high
O.G's clock as I creep by

Crib to crib
Rolls up to kid's girls I dig
They all know me
So the ghetto stays cozy

Team to team
Sport a couple of trophys
One for the dope
And the other for the homie

The ghetto's a real
Fool place to be fucked up
Sundown to sunup
But that's the way we come up

You talk with the street slang
You ball and you gang bang
That's where the family hangs
So it ain't no thang

[CHORUS]
It doesn't seem like
I'll be going nowhere
I'm just a victim of the ghetto
"
Whenever You're Near Me,Ace Of Base,spotify:track:6WbvcrrQeCDPJimzVDxHBk,0.626,0.863,0,-4.625,1,0.0362,0.0862,0.000841,0.0793,0.636,97.067,211453,4,41.68036,9,1,"Chorus:
Whenever you're near me
I give you everything I have
Someone to believe in
When things are good or when they're bad
You know how to please me
Like nobody can
Someone to believe in
Be my lover, be my friend

When every race is run and the day is closin' in
I feel the need to hold you, let the night begin
Come softly to me, show me why
"
'Til You Do Me Right,After 7,spotify:track:3kGMziz884MLV1oCwrarmN,0.663,0.462,2,-8.784,0,0.0252,0.306,0,0.0687,0.431,76.794,295000,4,54.08457,12,1,"I was in love with you
And gave my heart to you
I did my best
To keep you satisfied

You took the love from me
And used it selfishly
You did not give back
Your love to me at all

I gave the sun to you
You said it was too bright
I gave you diamond rings
You said they didn't shine

I gave my world to you
But you said it's not enough
What in the world could I have done
To make you be so rough?

'Til you do me right
I don't even wanna talk to you
I don't even wanna hear
You speak my name

And 'til you do me right
Only wrong is gonna come to you
Nothin' good is gonna come
'Til you change, change your ways
Until you change your evil ways

"
Dub Be Good To Me,Beats International,spotify:track:0LatWThfKUOdIj3x6V6xKu,0.866,0.315,7,-17.73,1,0.0609,0.000926,0.0311,0.123,0.695,95.906,217627,4,72.10285,9,1,"Tank fly boss walk jam nitty-gritty
You're listening to the boy from the big bad city
This is jam hot
This is jam hot

Friends tell me I am crazy
That I'm wasting time with you
You'll never be mine
That's not the way I see it
'Cause I feel you're already mine
Whenever you're with me

People always talk about reputation
I don't care about your other girls
(Just be good to me)
(Just be good to me)

Tank fly boss walk jam nitty-gritty
"
So In Love With You,U.N.V.,spotify:track:6Md0G8rCT0J5QNdKrsYBOy,0.501,0.376,5,-10.617,1,0.027,0.462,0,0.162,0.153,136.871,273427,4,24.57315,16,1,"You are to me,
What poetry tries to say with the word,
You are the song,
All the music mah heart,
Eva heard"
My All,Mariah Carey,spotify:track:3RSpK5Y0y5tl25qvssrwJ6,0.4,0.317,7,-10.249,0,0.0317,0.732,5.03E-05,0.086,0.108,107.845,230933,4,35.70766,10,1,"I'm thinking of you
In my sleepless solitude tonight
If it's wrong to love you
Then my heart just won't let me be right
'Cause I've drowned in you and I won't pull through
Without you by my side

I'd give my all to have
Just one more night with you
I'd risk my life to feel
Your body next to mine
'Cause I can't go on
Livin' in the memory of our song
"
Jazz,Bobby Hutcherson,spotify:track:14RIOUO6Eb8NmwX8BeVMpm,0.443,0.682,2,-9.501,0,0.0302,0.869,0.00576,0.162,0.62,112.16,326333,4,55.06764,17,0,"Horace Silver (Bill Evans) to Terry Gibbs on the vibe Gary Burton and album archives

Like Donald Byrd George Duke and Lee Morgan
Shirley Scott
Groove Holmes
And Jimmy Smith up on the organ

Gene Russell, the artist symbol of Chicago
"
Piece Of My Heart,Tara Kemp,spotify:track:1jRAg7uqdsm5VYKKeEVKVd,0.536,0.823,1,-10.696,1,0.0687,0.111,0.000432,0.0543,0.916,200.128,289740,4,30.02508,14,1,"Come on come on
Come on come on
Didn't I make you feel
You were the only man
Mmmm and didn't I give you everything
That a woman possibly can
You know I did
Each time I tell myself
That I think Ive had enough
Im gonna show you
A woman can be tough
CHORUS:
I want you to come on come on
Come on come on hey (take it)
Take another little piece of my heart now baby (break it)
"
Get A Leg Up,John Mellencamp,spotify:track:68cNgDnLSjxWeXtXo5QdvL,0.601,0.914,2,-4.748,1,0.0468,0.00518,1.84E-06,0.0649,0.736,138.587,227200,4,42.88113,12,1,"Don't look at me, don't touch me
Keep your mind straight ahead
Don't get no funny ideas about we
You'll wish that you were dead
That's what I'm thinking, she must be thinking
Girl I spent 53 bucks on last night
She gives me a look from the corner of her eye
That says, ""Boy, keep acting right""
How surprised was I when she leaned over
And whispered in my ear

Get a leg up
Get a leg over boy
Get a leg up
What's the matter
Are you shy, shy, shy?

I'm pretty good with first impressions
But sometimes I'm not always right
I pulled the car to the shoulder of the road
"
"Live, Laugh, Love",Clay Walker,spotify:track:3Th5HBAlRZF0oN31ubxHA9,0.647,0.746,2,-10.597,1,0.0437,0.195,0,0.0271,0.946,98.991,246267,4,27.97003,11,1,"I'm gonna live, laugh, love just for today
Gonna take all the trouble that tomorrow might bring and put it away
Gonna drink every drop of happiness
'Til they cover me up
I'm gonna live, gonna laugh, gonna love

I got a buddy that wakes up worrin' about stocks and bonds
He's up and he's down and he only smiles
When the markets strong
I spend my whole week wages
At the dance on Saturday night
I won't never grow a portfolio
But hey that's alright

I'm gonna live, laugh, love just for today
Gonna take all the trouble that tomorrow might bring and put it away
"
Watermelon Crawl,Tracy Byrd,spotify:track:3Q9t1A12iUemHTAWnH7PjD,0.759,0.723,0,-9.315,1,0.028,0.173,0,0.179,0.962,136.746,181973,4,37.5427,8,1,"I was drivin' through Georgia in late July
On a day hot enough to make the devil sigh
I saw a homemade sign writtin' in red
Rhine County Watermelon Festival ahead

Well, I wasn't in a hurry, so I slowed down
Took a two lane road to a one horse town
There was a party goin' on when I got there
I heard a welcome speech from a small town mayor

He said, ""We got a hundred gallons of sweet red wine
Made from the biggest watermelons on the vine
Help yourself to some, but obey the law
If you drink, don't drive
Do the watermelon crawl""

When the band started playin
The watermelon queen said
"
